,who,what,where,when,why,how,text
6958,0,0,0,0,Cavers,0,Cavers descend into Yemens Well of Hell for first time
6959,Sweden alarmed by Irans,reported plan,0,0,Sweden alarmed by Irans,0,Sweden alarmed by Irans reported plan to execute doctor Ahmadreza Djalali
6960,0,0,Australias,0,0,do Indigenous people want from Australias election ?,What do Indigenous people want from Australias election?
6961,The stolen faces used to promote Vladimir Putin on social media,.,0,0,0,on social media .,The stolen faces used to promote Vladimir Putin on social media
6962,Shuai,is safe,0,0,0,Chinese tennis star tells Olympic officials she is safe,Peng Shuai: Chinese tennis star tells Olympic officials she is safe
6963,Kenyas first opposition president Mwai Kibaki,dies age 90,Kenyas,0,0,0,Kenyas first opposition president Mwai Kibaki dies age 90
6964,At least 34 people,were killed in the volcanic eruption on Sunday and buried in ash,0,Sunday,0,At least 34 people were killed in the volcanic eruption,"At least 34 people were killed in the volcanic eruption in Indonesia on Sunday

Many homes are now  uninhabitable  and buried in ash"
6965,us,held us as human shields - @BowenBBC reports,0,0,Russian soldiers,Russian soldiers held us as human shields - @BowenBBC reports,Russian soldiers held us as human shields - @BowenBBC reports from northern Ukraine
6966,Amazon,sees worst deforestation levels,0,0,0,sees worst deforestation levels in 15 years .,Brazil: Amazon sees worst deforestation levels in 15 years
6967,Pittsburgh Steelers,hire ex-Miami coach,0,0,0,hire ex-Miami coach who is suing NFL .,Brian Flores: Pittsburgh Steelers hire ex-Miami coach who is suing NFL
6968,India,buys less oil,Europe,0,0,buys less oil from Russia in a month than what,India says it buys less oil from Russia in a month than what Europe buys from Russia in an afternoon
6969,South Asian diaspora recall,gnawing loneliness in post-war Britain,0,0,0,South Asian diaspora recall gnawing loneliness in post-war Britain .,South Asian diaspora recall gnawing loneliness in post-war Britain
6970,South Africas Cyril Ramaphosa,abandons May Day rally,0,May,0,booing,South Africas Cyril Ramaphosa abandons May Day rally after booing
6971,"The moment Canadian Prime Minister , Justin Trudeau ,",was hit by gravel,0,0,He,"moment Canadian Prime Minister , Justin Trudeau , was hit","The moment Canadian Prime Minister, Justin Trudeau, was hit by gravel thrown by protesters during a campaign stop in London, Ontario 

He wasnt injured in the incident"
6972,Will Smith,:,0,0,0,Oscars slap ?,Will Smith: Can his career recover after Oscars slap?
6973,North Seas hidden ice age past,is revealed in 3D,0,0,0,0,North Seas hidden ice age past is revealed in 3D
6974,Indigenous Amazon activist,got death threats,0,0,Indigenous Amazon activist,Indigenous Amazon activist got death threats after COP26 speech .,Indigenous Amazon activist got death threats after COP26 speech
6975,The case that set Turkey on collision course with the West,.,West,0,0,0,Kavala: The case that set Turkey on collision course with the West
6976,Nato ’s door,remains open Nato Secretary General Jens Stoltenberg,0,0,we,remains open Nato Secretary General Jens Stoltenberg says we can,"Nato’s door remains open 

Nato Secretary General Jens Stoltenberg says we cannot accept when  big powers intimidate, bully or dictate others  and invites Russia to engage in good faith over Ukraine crisis"
6977,About 50 Irish citizens,register with embassy,0,0,0,50 Irish citizens register with embassy .,Russia-Ukraine crisis: About 50 Irish citizens register with embassy
6978,International Space Station,to crash down to Earth in 2031,Earth,0,0,0,International Space Station to crash down to Earth in 2031
6979,Peloton,takes another hit,0,0,Peloton,0,Peloton takes another hit from TV heart attack
6980,EU,unveils plan,0,0,EU,on Russian gas .,EU unveils plan to end reliance on Russian gas
6981,Nicaragua,receives China vaccines,0,0,Nicaragua,cutting ties with Taiwan,Nicaragua receives China vaccines after cutting ties with Taiwan
6982,George Clooney,asks media,0,0,George Clooney,0,George Clooney asks media not to publish photos of his children
6983,Prince Charles,remembers victims of war,0,Easter,Prince Charles,0,Prince Charles remembers victims of war in Easter message
6984,Kazakhstan unrest,was coup attempt,0,0,0,0,"Kazakhstan unrest was coup attempt, says president"
6985,0,0,0,0,0,Home Alone house available to book on Airbnb .,Home Alone house available to book on Airbnb
6986,the conditions - Mariupol refugees,share trauma of civilian camps,0,0,cant,of civilian camps .,You cant imagine the conditions - Mariupol refugees share trauma of civilian camps
6987,We,were losing hope,Mariupol,0,We,would ever get out Civilians evacuated from the besieged city,"We were losing hope that we would ever get out

Civilians evacuated from the besieged city of Mariupol finally arrive in the relative safety of Zaporizhzhia"
6988,0,0,0,this week,0,"Newborn tiger cubs , tasty tree treats and frozen fishing","Newborn tiger cubs, tasty tree treats and frozen fishing - here are some of the stories you may have missed this week 🐯🌲❄️"
6989,Denmark,to make domestic flights,0,0,Denmark,make domestic flights fossil fuel free by 2030 .,Denmark to make domestic flights fossil fuel free by 2030
6990,0,0,0,march,0,0,Turkey: Police fire tear gas at womens rights march
6991,Lisa Smith,led astray by Islamic State,0,0,Lisa Smith,"led astray by Islamic State , court hears .","Lisa Smith led astray by Islamic State, court hears"
6992,we,"have experienced trauma , sickness , stress and weariness",0,0,we,have also experienced friendship and love Trapped Nigerian student on,"Since the war began we have experienced trauma, sickness, stress and weariness but amid all that, we have also experienced friendship and love

Trapped Nigerian student on life in Sumy, Ukraine"
6993,the EU,"has to decrease , as quickly as possible , its dependency",0,0,We,very high bill to Putin and this money is being,"We pay a very high bill to Putin and this money is being used to finance this military aggression

High Representative of the European Union Josep Borrell says the EU has to decrease, as quickly as possible, its dependency on Russian oil and gas"
6994,Disney and Scarlett Johansson,settle lawsuit,0,0,Disney and Scarlett Johansson,0,Disney and Scarlett Johansson settle lawsuit
6995,Russian strike on Kyiv,kills reporter,0,0,0,Russian strike on Kyiv kills reporter Vira Hyrych .,Russian strike on Kyiv kills reporter Vira Hyrych
6996,0,0,0,0,0,Vulnerable children and elderly people in North Korea at risk,"Vulnerable children and elderly people in North Korea at risk of starvation, UN expert says"
6997,Black Friday,:,0,Friday,Harder,"give big , headline discounts .","Black Friday: Harder to give big, headline discounts"
6998,Jussie Smollett,testifies at trial,0,0,Jussie Smollett,0,Jussie Smollett testifies at trial: There was no hoax
6999,0,0,0,0,randomers,Instagram direct messages are full of randomers sending porn .,Presenter Rachel Riley says her Instagram direct messages are full of randomers sending porn
7000,Irish poet and author Brendan Kennelly,dies,0,0,0,Irish poet and author Brendan Kennelly dies .,Irish poet and author Brendan Kennelly dies
7001,Kyiv,hopes truce,0,0,truce,0,Kyiv hopes truce will bring down Russia-Ukraine war tensions
7002,Prince Andrews lawyers,to ask US court,0,0,lawyers,dismiss civil sexual assault case .,Prince Andrews lawyers to ask US court to dismiss civil sexual assault case
7003,0,0,0,0,0,over volcanic ash in Tonga .,Health warnings over volcanic ash in Tonga
7004,0,0,0,0,Joe Biden,in strong shape ahead of holidays .,Joe Biden says US economy in strong shape ahead of holidays
7005,Britney Spears father,suspended as conservator,0,0,0,conservator,Britney Spears father suspended as conservator
7006,Tiger Woods,does not expect to return to golf full time following car accident,0,0,0,golf full time following car accident .,Tiger Woods does not expect to return to golf full time following car accident
7007,0,0,0,0,0,0,What sanctions are being imposed on Russia?
7008,My hand,was saved by stitching it,0,0,0,0,My hand was saved by stitching it to my chest
7009,0,0,0,0,0,Russias possible attack routes ?,What are Russias possible attack routes?
7010,I,took up running to cope with my dads death,0,0,I,0,I took up running to cope with my dads death
7011,Key moments as Supreme Court nominee Ketanji Brown Jackson,quizzed by lawmakers,0,0,0,Key moments as Supreme Court nominee Ketanji Brown Jackson quizzed,Key moments as Supreme Court nominee Ketanji Brown Jackson quizzed by lawmakers
7012,0,0,0,0,0,Irish Leaving Certificate grades up 2.4 percent on 2020 .,Irish Leaving Certificate grades up 2.4 percent  on 2020
7013,Prince Andrew accuser unlikely to accept money settlement alone,",",0,0,0,"accuser unlikely to accept money settlement alone , says lawyer","Prince Andrew accuser unlikely to accept money settlement alone, says lawyer"
7014,Tanzanian Nobel laureate Abdulrazak Gurnah,is hardly known back home,0,0,0,is hardly known back home .,Why Tanzanian Nobel laureate Abdulrazak Gurnah is hardly known back home
7015,This tweet,replaces an earlier tweet,0,0,0,"an earlier tweet , to correct a spelling error .","This tweet replaces an earlier tweet, to correct a spelling error"
7016,Dozens convicted as Italy,begins huge Mafia trial,0,0,0,begins huge Mafia trial .,Dozens convicted as Italy begins huge Mafia trial
7017,0,0,0,Christmas,0,0,Ros Atkins on.... A Christmas party apology
7018,Amazon founder Jeff Bezos,pledges $ 2bn,0,0,0,restoring nature,Amazon founder Jeff Bezos pledges $2bn for restoring nature
7019,Imran Khan no confidence vote,blocked in Pakistan,0,0,0,0,Imran Khan no confidence vote blocked in Pakistan
7020,0,0,0,0,0,Right - wing Italy politician Matteo Salvini on trial for,Right-wing Italy politician Matteo Salvini on trial for blocking migrant boat
7021,"Im not a monster Finding the truth about Sam Sally , the American who says she",was tricked into taking her family,0,0,"Im not a monster Finding the truth about Sam Sally , the American who says she",0,"Im not a monster

Finding the truth about Sam Sally, the American who says she was tricked into taking her family to the Islamic State groups capital"
7022,0,0,0,0,0,0,US to combat threats of violence against teachers
7023,US photographer Sally Mann,wins global photography award,0,0,0,wins global photography award .,US photographer Sally Mann wins global photography award
7024,Ukraine,prepares for fifth day,0,fifth day,Ukraine,fighting ahead of talks .,Ukraine prepares for fifth day of fighting ahead of talks
7025,Putin,warns against foreign intervention,0,0,Putin,against foreign intervention in Ukraine .,Putin warns against foreign intervention in Ukraine
7026,Third case of Omicron variant,detected in the UK,0,0,0,Omicron variant detected in the UK .,Third case of Omicron variant detected in the UK
7027,New species of frog,named after Greta Thunberg 🐸,0,0,0,New species of frog named after Greta Thunberg 🐸 .,New species of frog named after Greta Thunberg 🐸
7028,Kyivs successes,do not mean imminent victory,0,0,0,mean imminent victory .,Ukraine war: Kyivs successes do not mean imminent victory
7029,US judge,clears men,Groveland,0,0,men wrongly accused of rape after 72 years .,Groveland Four: US judge clears men wrongly accused of rape after 72 years
7030,Sidney Poitier,was a ground - breaking black man - Bonnie Greer,0,0,0,breaking black man - Bonnie Greer .,Sidney Poitier was a ground-breaking black man - Bonnie Greer
7031,China school,locks down children,0,0,0,one Covid case,China school locks down children after one Covid case
7032,Computing pioneer Sir Clive Sinclair,dies aged 81,0,0,0,dies aged 81 .,Computing pioneer Sir Clive Sinclair dies aged 81
7033,0,0,0,0,0,0,What is monkeypox?
7034,We,are digging our own graves,0,0,We,0,"We are digging our own graves

UN Secretary General António Guterres has spoken at the COP26 climate conference in Glasgow"
7035,Russian leader Vladimir Putin,"praises soldiers for standing together including those fighting in Donbas , Ukraine",Donbas,Today,0,"of different nationalities are fighting together , covering each other","Today, the fighters of different nationalities are fighting together, covering each other from shrapnel

Russian leader Vladimir Putin praises soldiers for  standing together  including those fighting in Donbas, Ukraine"
7036,Seinfeld and Toy Story star Estelle Harris,dies aged 93,0,0,0,dies aged 93 .,Seinfeld and Toy Story star Estelle Harris dies aged 93
7037,Soldiers in Guinea,seek to tighten grip,0,0,Soldiers in Guinea,ousting Alpha Condé,Soldiers in Guinea seek to tighten grip after ousting Alpha Condé
7038,Mao Zedong scroll thieves,jailed in Hong Kong,0,0,0,0,Mao Zedong scroll thieves jailed in Hong Kong
7039,0,0,0,0,0,Obsolete tech leaves bionic eye patients in the dark .,Obsolete tech leaves bionic eye patients in the dark
7040,she,thinks her case,0,today,she,0,Amanda Knox on how she thinks her case would be viewed today
7041,Ethiopias Tigray war,:,Mekelle,0,0,0,Ethiopias Tigray war: Inside Mekelle cut off from the world
7042,Whole town in Myanmar,flees amid fierce fighting,0,0,0,Whole town in Myanmar flees amid fierce fighting between army,Whole town in Myanmar flees amid fierce fighting between army and militia forces opposed to military coup
7043,0,0,0,0,because of her Squid Game name .,of her Squid Game name,Twitch streamer loses work because of her Squid Game name
7044,Captured Britons appeal for UK,help on Russian state TV,0,0,Captured Britons appeal for UK,on Russian state TV .,Captured Britons appeal for UK help on Russian state TV
7045,0,0,0,0,A life with pain,Chronic pain : A life with pain is still a,Chronic pain: A life with pain is still a life
7046,0,0,0,0,0,South African scientists probe link between variants and untreated,Omicron: South African scientists probe link between variants and untreated HIV
7047,China,denies it,0,0,0,tested nuclear - capable hypersonic missile .,China denies it tested nuclear-capable hypersonic missile
7048,0,0,0,0,0,India PM Narendra Modis BJP,Why women vote for India PM Narendra Modis BJP
7049,The new wave of Indias female Para-athletes,forcing a shift,0,0,0,The new wave of Indias female Para-athletes forcing a shift,The new wave of Indias female Para-athletes forcing a shift in perspective
7050,Andy Murray,appeals for help finding lost wedding ring,0,0,0,help finding lost wedding ring,Andy Murray appeals for help finding lost wedding ring
7051,0,0,0,December,0,0,Sex and the City: And Just Like That to be released on HBO in December
7052,Iryna and Serhii,share how the war,0,0,Mummy and I,you Ukrainian parents Iryna and Serhii share how the war,"After all of this ends, Mummy and I will have quite a few stories for you

Ukrainian parents Iryna and Serhii share how the war has changed raising their one-year-old son Petro"
7053,lawmakers,will hold former President Donald Trumps,0,6 January,they,hold former President Donald Trumps chief of staff in criminal,US lawmakers investigating 6 January Capitol riot say they will hold former President Donald Trumps chief of staff in criminal contempt
7054,Ukraine : No Russia regime change,plans,0,0,0,0,"Ukraine: No Russia regime change plans, says Blinken"
7055,China,denounces irresponsible US - UK - Australia pact,0,0,0,denounces irresponsible US - UK - Australia pact .,China denounces irresponsible US-UK-Australia pact
7056,"Ronnie Tutt , legendary drummer who backed Elvis Presley ,",dies at 83,0,0,0,", legendary drummer who backed Elvis Presley , dies at","Ronnie Tutt, legendary drummer who backed Elvis Presley, dies at 83"
7057,0,0,0,0,0,Big increase in weather disasters over the past five decades,Big increase in weather disasters over the past five decades
7058,0,0,0,0,0,for French presidency .,Macron v Le Pen - two visions for French presidency
7059,0,0,0,0,0,be alert to common winter virus .,Parents should be alert to common winter virus
7060,0,0,0,0,a court order,Canadian judge grants a court order to end truckers blockade,Canadian judge grants a court order to end truckers blockade of vital trade link with the US
7061,Funding crisis in Yemen war forces,UN,0,0,0,0,Funding crisis in Yemen war forces UN to cut food assistance
7062,The US,begins its appeal,0,0,0,0,"The US begins its appeal in order to extradite the WikiLeaks founder Julian Assange

How did it get here? ⬇️"
7063,0,0,0,0,0,0,The election outsiders who could reshape Australias politics
7064,0,0,International Space Station,0,0,0,Smoke triggers alert on board International Space Station
7065,0,0,0,0,0,German far - right group attempt to block migrants .,German far-right group attempt to block migrants
7066,Uganda,ordered to pay for DR Congo occupation by ICJ,0,0,Uganda,DR Congo occupation by,Uganda ordered to pay for DR Congo occupation by ICJ
7067,0,0,0,0,0,seen irreversible change but hope too for planet .,Ive seen irreversible change but hope too for planet
7068,Greenhouse gas build - up,reached new high,0,0,0,reached new high in 2020 despite the pandemic .,Greenhouse gas build-up reached new high in 2020 despite the pandemic
7069,0,0,0,0,0,Afghan interpreters fear families forgotten by Canada .,Afghan interpreters fear families forgotten by Canada
7070,Afghanistan protest,against all - male Taliban government,0,0,0,0,Women in Afghanistan protest against all-male Taliban government
7071,( Putin ),met with a wall he,0,0,He,he never could have anticipated or imagined .,"(Putin) met with a wall of strength he never could have anticipated or imagined. He met the Ukrainian people

US President Joe Biden says Putin badly miscalculated in his first State of the Union speech 

Follow live updates"
7072,Ireland,gives undocumented migrants,0,0,Ireland,gives undocumented migrants path to citizenship .,Ireland gives undocumented migrants path to citizenship
7073,0,0,0,0,0,Nigeria high - rise collapse .,People feared trapped in Nigeria high-rise collapse
7074,US Biden and Chinas Xi,hold first call,0,0,0,0,US Biden and Chinas Xi hold first call in seven months
7075,India,to allow foreign tourists,0,0,0,allow foreign tourists after 19 months .,India to allow foreign tourists after 19 months
7076,a Ukrainian mother,and,0,0,0,a Ukrainian mother and her child who fled to Poland,Talking to a Ukrainian mother and her child who fled to Poland
7077,0,0,0,0,China,0,China linked to takeover of Italian drone plant
7078,All Blacks,apologise for International Womens Day Twitter post,0,0,0,International Womens,All Blacks apologise for International Womens Day Twitter post
7079,0,0,0,0,0,0,Pfizer boss: Covid vaccines have saved society
7080,0,0,0,0,0,shortage worsens,US faces baby formula crisis as shortage worsens
7081,oldest animal cave art in Indonesia,.,0,0,0,worlds oldest animal cave art in Indonesia .,Finding the worlds oldest animal cave art in Indonesia
7082,0,0,0,0,0,0,Mozambiques tuna corruption scandal puts justice on trial
7083,0,0,0,0,Truckers,0,Truckers block Dublin toll bridge in fuel prices protest
7084,0,0,0,0,0,Leading Egyptian activist Alaa Abdel Fattah jailed for five years,Leading Egyptian activist Alaa Abdel Fattah jailed for five years
7085,woman,visited a leprosy colony,0,0,0,The Nigerian woman whose life changed when she visited a,The Nigerian woman whose life changed when she visited a leprosy colony
7086,0,0,0,0,0,Historic day of reckoning for night of Paris terror .,Historic day of reckoning for night of Paris terror
7087,Israeli conjoined twins,see each other,0,0,Israeli conjoined twins,Israeli conjoined twins see each other for first time after,Israeli conjoined twins see each other for first time after surgery
7088,0,0,0,0,0,0,Ugandas preachers who take religion to the streets of Kampala
7089,singer R. Kelly,is convicted of running a scheme,0,0,0,0,"After decades of allegations, singer R. Kelly is convicted of running a scheme to abuse women and children"
7090,Hong Kongs hospitals,overwhelmed amid spike in Covid cases,Kongs,0,0,0,Hong Kongs hospitals overwhelmed amid spike in Covid cases
7091,0,0,0,0,British national,British national says its torturous trying to get UK visa,British national says its torturous trying to get UK visa for wifes family
7092,Katy Perry,wins in Dark Horse copyright appeal,0,0,0,in Dark Horse copyright appeal .,Katy Perry wins in Dark Horse copyright appeal
7093,a drummer who served the song,.,0,0,0,0,"In pictures: Taylor Hawkins, a drummer who served the song"
7094,Super-rich,increase their share,0,0,Super-rich,Super-rich increase their share of worlds income .,Super-rich increase their share of worlds income
7095,Biden,plans dealt crushing blow,0,0,Biden,by fellow Democrat .,Biden plans dealt crushing blow by fellow Democrat
7096,Macron and Le Pen trade taunts as campaigning ends,.,0,0,0,French election : Macron and Le Pen trade taunts as,French election: Macron and Le Pen trade taunts as campaigning ends
7097,A look at the key moments from the R. Kelly trial as jury,deliberates,0,0,0,the key moments from the R. Kelly trial as jury,A look at the key moments from the R. Kelly trial as jury deliberates
7098,Ukraines President Volodymyr Zelensky,"makes appeal to citizens around the world to take to the streets in protest against Russias invasion of his country - to support freedom , to support life",0,0,Ukraine,0,"Come in the name of peace... Ukraine matters

Ukraines President Volodymyr Zelensky makes appeal to citizens around the world to take to the streets in protest against Russias invasion of his country - to support freedom, to support life"
7099,I,have 20 children,0,0,I,of Ukrainian children in state care still need to escape,"I have 20 children here, please send help

Tens of thousands of Ukrainian children in state care still need to escape the country"
7100,"Fires , no water , and bodies in the street",.,0,0,0,0,"Inside Mariupol: Fires, no water, and bodies in the street"
7101,Ahmaud Arbery,was no threat,0,0,Ahmaud Arbery,a black jogger says Ahmaud Arbery was no threat during,One of the men accused of murdering a black jogger says Ahmaud Arbery was no threat during chase
7102,Heirs of Italian fashion house Gucci,criticise depiction of family,0,0,Gucci,of Italian fashion house Gucci criticise depiction of family in,Heirs of Italian fashion house Gucci criticise depiction of family in House of Gucci film
7103,0,0,0,0,0,Chinese property companies causing concerns over ability to repay their,Chinese property companies causing concerns over ability to repay their debts
7104,0,0,0,0,0,"talks still on despite genocide , Ukraines President Zelensky says","Peace talks still on despite genocide, Ukraines President Zelensky says"
7105,"Walgreens , CVS , and Walmart",fuelled opioid crisis,0,0,0,"fuelled opioid crisis , Ohio jury finds .","US pharmacies Walgreens, CVS, and Walmart fuelled opioid crisis, Ohio jury finds"
7106,Myanmar,"to release 5,000 prisoners",0,0,"5,000 prisoners",0,"Myanmar to release 5,000 prisoners held over coup"
7107,Monaco royal Charlotte Casiraghi,rides her horse,0,0,0,0,Paris Fashion Week: Monaco royal Charlotte Casiraghi rides her horse on Chanel catwalk
7108,Banksy,works sell for millions at auction,0,0,Banksy,millions at auction,Banksy works sell for millions at auction
7109,Uttar Pradesh assembly elections 2022,is key for BJP,Uttar Pradesh,0,0,is key for BJP .,Uttar Pradesh assembly elections 2022: Why first phase of voting is key for BJP
7110,Saudi Arabia camel carvings,dated to prehistoric era,0,0,0,to prehistoric era .,Saudi Arabia camel carvings dated to prehistoric era
7111,Hong Kongs Citizen News website,is latest,0,0,0,is latest to close .,Hong Kongs Citizen News website is latest to close
7112,I,want to feel as safe as men,0,0,I,as safe as men on public transport .,I want to feel as safe as men on public transport
7113,0,0,0,0,0,is real as investigation launched .,US Supreme Court says abortion ruling leak is real as investigation launched
7114,Brazils President Bolsonaro,accused of crimes,0,0,0,0,Brazils President Bolsonaro accused of crimes against humanity
7115,President Macron,warns he,0,0,0,Frances unvaccinated .,President Macron warns he will hassle Frances unvaccinated
7116,Hollywood legend Mel Brooks,has produced his first autobiography,0,0,0,", responsible for films including The Producers , Blazing Saddles","Hollywood legend Mel Brooks, responsible for films including The Producers, Blazing Saddles and Young Frankenstein, has produced his first autobiography, at the age of 95"
7117,0,0,0,0,0,0,The Kansas case that could change how rape is charged
7118,Hong Kong media mogul Jimmy Lai,gets 13 months,Tiananmen,0,Hong Kong media mogul Jimmy Lai,Tiananmen vigil,Hong Kong media mogul Jimmy Lai gets 13 months in jail for Tiananmen vigil
7119,0,0,Kenyas,0,0,0,The hope and disappointment of Kenyas Mwai Kibaki
7120,Africas week in pictures : 28 January - 3,February 2022,0,February 2022,0,0,Africas week in pictures: 28 January-3 February 2022
7121,0,0,0,0,many Windrush children,", many Windrush children were told to leave How did","Despite living and working in the UK for decades, many Windrush children were told to leave

How did this happen?"
7122,0,0,Bidens,0,Americans,0,What Americans think of President Bidens Ukraine response
7123,0,0,0,0,Hungry badger,Hungry badger thought to have unearthed largest collection of Roman,"Hungry badger thought to have unearthed largest collection of Roman coins ever to have been discovered in northern Spain, reports say"
7124,0,0,0,0,0,Philippine president announces retirement from politics .,Rodrigo Duterte: Philippine president announces retirement from politics
7125,Australia,investigates visas of other foreign tennis players,0,0,Australia,other foreign tennis players .,Australia investigates visas of other foreign tennis players
7126,Islamic State Beatles member,pleads guilty over US hostage deaths,0,0,Islamic State Beatles member,pleads guilty over US hostage deaths .,Islamic State Beatles member pleads guilty over US hostage deaths
7127,Ukraine,will rise again,0,0,Ukraine,0,"Ukraine will rise again, says UK PM Boris Johnson"
7128,Cavan and Monaghan,in Republic of Ireland protest over Lidl chicken promotion,0,0,0,0,Farmers in Cavan and Monaghan in Republic of Ireland protest over Lidl chicken promotion
7129,The space telescopes,inspired by lobsters,0,0,0,0,The space telescopes inspired by lobsters
7130,Burkina Faso military bases,hit by heavy gunfire,0,0,0,Faso military bases hit by heavy gunfire .,Burkina Faso military bases hit by heavy gunfire
7131,0,0,0,0,0,0,Timed Teaser: Who was the Super Bowl half-time show surprise guest?
7132,0,0,0,0,0,0,"Richard Leakey - fossil expert, conservationist and politician"
7133,0,0,Guernsey,0,0,runners complete course .,Guernsey Marathon: Hundreds of runners complete course
7134,My,learn to fly ’,0,0,0,says Paralympic sprinter .,My blades helped me learn to fly’ says Paralympic sprinter
7135,British - Iranian aid worker Nazanin Zaghari - Ratcliffe losses,appeal against second jail sentence,0,0,0,British - Iranian aid worker Nazanin Zaghari - Ratcliffe losses,British-Iranian aid worker Nazanin Zaghari-Ratcliffe losses appeal against second jail sentence in Iran
7136,Ukraine,rejects Russian offer,0,0,Ukraine,rejects Russian offer to surrender Mariupol .,Ukraine rejects Russian offer to surrender Mariupol
7137,0,0,Jersey,0,0,0,Footpaths closed in Jersey to protect crapaud toad
7138,US government,plans to use $ 7bn,0,0,0,in frozen Afghan assets to compensate victims of 9/11 attacks,US government plans to use $7bn in frozen Afghan assets to compensate victims of 9/11 attacks and for relief efforts
7139,Ivanka Trump,to testify to Capitol riot committee,Capitol,0,0,0,Ivanka Trump to testify to Capitol riot committee
7140,there ’s sand,everywhere looks at how extreme weather,Sahara Desert,0,there ’s sand,sand everywhere looks at how extreme weather is changing the,"There was no sand here before. Now there’s sand everywhere 

 looks at how extreme weather is changing the Sahara Desert"
7141,mother,who had to bury her own son,0,0,0,The Ukrainian mother who had to bury her own son,The Ukrainian mother who had to bury her own son
7142,Thousands of Australian nurses,go on strike,0,0,Thousands of Australian nurses,of Australian nurses go on strike over pay and staffing,Thousands of Australian nurses go on strike over pay and staffing issues
7143,The women,sharing their memories,0,0,0,0,The women sharing their memories of Ukraine before the war
7144,Visa and Mastercard,suspend Russian operations,0,0,0,suspend Russian operations .,Visa and Mastercard suspend Russian operations
7145,Pakistan police,hunt for healer,0,0,Pakistan police,healer who hit nail into womans head,Pakistan police hunt for healer who hit nail into womans head
7146,McDonald ’s hiring,14 year - olds,0,0,0,0,McDonald’s hiring 14 year-olds in Oregon amid labour shortage
7147,Man,accused of blasphemy,0,0,0,0,Pakistan: Man accused of blasphemy killed by mob in Khanewal
7148,Biden,sets new rules,0,0,Biden,sets new rules as air travel to the US reopens,Biden sets new rules as air travel to the US reopens
7149,0,0,0,0,0,Kenyan men join battle to end FGM .,Kenyan men join battle to end FGM
7150,Drone,delivers medical supplies,0,0,0,delivers medical supplies to remote islands .,Cape Verde: Drone delivers medical supplies to remote islands
7151,0,0,Kharkiv,0,risk,Ukrainian family faces dilemma : Should they stay in their,"Ukrainian family faces dilemma: Should they stay in their basement for safety, or risk fleeing Kharkiv to get cancer treatment for their daughter?"
7152,Koreas Kim Jong - un,offers to restore inter-Korean hotline,0,0,0,North Koreas Kim Jong - un offers to restore inter-Korean,North Koreas Kim Jong-un offers to restore inter-Korean hotline
7153,India probes,accidental missile firing,0,0,0,probes accidental missile firing into Pakistan .,India probes accidental missile firing into Pakistan
7154,Ukraines President Volodymyr Zelensky,receives a standing ovation,0,0,0,a standing ovation from MPs after addressing the Australian parliament,Ukraines President Volodymyr Zelensky receives a standing ovation from MPs after addressing the Australian parliament
7155,"Singer , actress and self - proclaimed discotheque inventor Regine",dies aged 92,0,0,0,dies aged 92 .,"Singer, actress and self-proclaimed discotheque inventor Regine dies aged 92"
7156,Archbishop of Canterbury,praises Queen for sitting alone at Prince Philips funeral,0,0,0,sitting alone at Prince Philips funeral .,Archbishop of Canterbury praises Queen for sitting alone at Prince Philips funeral
7157,Apple and Amazon,Beats headphones,0,0,0,0,Italy fines Apple and Amazon over Beats headphones
7158,Jersey woman,reunited with wedding ring after 60 years,0,0,0,0,Jersey woman reunited with wedding ring after 60 years
7159,EU,.,0,0,0,"beat Russian President Putin , says EU .","Work from home to beat Russian President Putin, says EU"
7160,US blogger Gabby Petitos fiancé Brian Laundrie,died by suicide,0,0,0,0,"US blogger Gabby Petitos fiancé Brian Laundrie died by suicide, family lawyer says"
7161,Marine Le Pen,concedes French election but still counts a win,0,0,0,concedes French election but still counts a win .,Marine Le Pen concedes French election but still counts a win
7162,Texas doctor,sued under new abortion law,0,0,0,under new abortion law .,Texas doctor sued under new abortion law
7163,Maureen Lipman,.,0,0,0,0,"Cancel culture could wipe out comedy, says Maureen Lipman"
7164,0,0,0,0,KP Snacks,0,KP Snacks hack prompts supplies warning
7165,I,lost my job,0,0,I,a teacher after refusing to get vaccinated against Covid,I lost my job as a teacher after refusing to get vaccinated against Covid
7166,Australia,pauses next phase,0,0,Australia,pauses next phase of border reopening amid fears over Omicron,Australia pauses next phase of border reopening amid fears over Omicron variant
7167,2 pipeline to Germany,is ready,0,0,Gazprom,says new Nord Stream 2 pipeline to Germany is ready,Gazprom says new Nord Stream 2 pipeline to Germany is ready
7168,Iceland PM,saddened by football sex abuse scandal,0,0,0,0,Iceland PM saddened by football sex abuse scandal
7169,Ukraine military couple,marry on the frontline,0,0,0,Ukraine military couple marry on the frontline .,Ukraine military couple marry on the frontline
7170,The price of insulin in Lebanon,has increased fourfold,0,0,0,increased fourfold while more than half the country lives in,The price of insulin in Lebanon has increased fourfold while more than half the country lives in poverty
7171,Pink Floyd,reunite for Ukraine protest song,0,0,0,Ukraine protest song,Pink Floyd reunite for Ukraine protest song
7172,0,0,0,0,0,among cyber attack targets .,Vaccine research among cyber attack targets
7173,Judge,dismisses Sarah Palins New York Times libel lawsuit,0,0,Judge,0,Judge dismisses Sarah Palins New York Times libel lawsuit
