,who,what,where,when,why,how,text
9421,0,0,0,0,0,0,Thousands of UK university staff strike over pension cuts
9422,0,0,0,0,0,Russian troops appear to kidnap Ukrainian mayor – video .,Russian troops appear to kidnap Ukrainian mayor – video
9423,the most effective ways,to get cars,0,0,0,most effective ways to get cars out of cities ?,What are the most effective ways to get cars out of cities?
9424,Friday ’s best photos,.,0,Friday,0,’s best photos .,Christmas preparations and Covid vaccinations: Friday’s best photos
9425,0,0,0,January 6,0,– live .,US braces for House committee’s primetime January 6 hearings – live
9426,Johnson ’s Germany comparison,highlights,0,0,0,’s low sick pay .,Johnson’s Germany comparison highlights UK’s low sick pay
9427,Property owner,shared video of Ahmaud Arbery,0,0,0,neighbors prior to his killing .,Property owner shared video of Ahmaud Arbery with neighbors prior to his killing
9428,the Arsenal captaincy,bother,0,0,0,The proud modern tradition of the Arsenal captaincy bother .,The Fiver | The proud modern tradition of the Arsenal captaincy bother
9429,0,0,0,0,0,0,Trouble in the stalls: when audience drama upstages the show
9430,0,0,0,0,0,0,CPS challenges HS2 Euston tunnellers trespass acquittal
9431,Olga,Dies Dreaming by Xochitl Gonzalez review – nuanced novel,0,0,Olga,"– nuanced novel of family , race and politics .","Olga Dies Dreaming by Xochitl Gonzalez review – nuanced novel of family, race and politics"
9432,UK GDP report,shows how economy,0,March,0,business live,UK GDP report shows how economy performed in March – business live
9433,Ailey,review – illuminating,0,0,0,0,Ailey review – illuminating film about the choreographer Alvin Ailey
9434,0,0,0,0,experts,Covid live : experts call for stricter restrictions in England,"Covid live: experts call for stricter restrictions in England very soon’, Omicron spreading fast in France"
9435,Festival,|,0,0,0,Irish trainers on course for another greenwash at Cheltenham Festival,Irish trainers on course for another greenwash at Cheltenham Festival | Greg Wood
9436,0,0,0,0,KLF,assert justified and ancient copyright claim to block documentary .,KLF assert justified and ancient copyright claim to block documentary
9437,Fox,will lie,0,January 6,0,that simple ’ .,Seth Meyers on the televised January 6 hearings: Fox will lie. It’s that simple’
9438,Alzheimer ’s study,finds 42 more genes,0,0,0,to higher risk of disease .,Alzheimer’s study finds 42 more genes linked to higher risk of disease
9439,George Russell,confirmed as Hamilton ’s at Mercedes,0,0,0,’s new F1 teammate at Mercedes .,George Russell confirmed as Hamilton’s new F1 teammate at Mercedes
9440,Man,held after 100 iPads,0,0,0,100 iPads stolen from children ’s hospital in Liverpool,Man held after 100 iPads stolen from children’s hospital in Liverpool
9441,RBA,weighs up risk,0,0,RBA,’ ahead of decision .,Interest rates: RBA weighs up risk of climb shock’ ahead of decision
9442,AmazonSmile,"donated more than $ 40,000",0,0,0,to anti-vaccine groups in 2020 .,"AmazonSmile donated more than $40,000 to anti-vaccine groups in 2020"
9443,Andrew Neil,reveals he,0,0,he,differences over,Andrew Neil reveals he quit GB News after differences over future direction – video
9444,Manchester United ’s Elanga,subjected to alleged racism while with Sweden,0,0,Manchester United ’s Elanga,0,Manchester United’s Elanga subjected to alleged racism while with Sweden
9445,0,0,0,0,0,"man bald ’ is sexual harassment , employment tribunal rules","Calling a man bald’ is sexual harassment, employment tribunal rules"
9446,Erling Haaland to Manchester City,is a tactical gamble,City,0,0,a tactical gamble that might just pay off | Barney,Erling Haaland to Manchester City is a tactical gamble that might just pay off | Barney Ronay
9447,us,want to throw our phones,0,0,0,too many messages make us want to throw our phones,Text anxiety: why too many messages make us want to throw our phones at the wall
9448,Pam &amp; Tommy ; Mary Beard ’s Forbidden Art,;,0,The week,0,&amp; Medical Experiments : What ’s the Truth ?,The week in TV: Pam &amp; Tommy; Mary Beard’s Forbidden Art; Station Eleven; Race &amp; Medical Experiments: What’s the Truth?
9449,0,0,0,0,you,0,Why telling a cop you have Covid in New Jersey could get you 10 years in prison
9450,The Guardian view on the gambling industry : an intervention,is overdue,0,0,0,is overdue | Editorial .,The Guardian view on the gambling industry: an intervention is overdue | Editorial
9451,0,0,0,0,0,High street banks warn of rise in UK customers defaulting,High street banks warn of rise in UK customers defaulting on loans
9452,0,0,0,0,0,0,Revisited: are delivery drivers winning more rights in Australia?
9453,Australian man Craig Wright,wins US court battle,0,0,Australian man Craig Wright,Australian man Craig Wright wins US court battle for bitcoin,Australian man Craig Wright wins US court battle for bitcoin fortune worth billions
9454,Keir Starmer,promises serious plan,0,0,Keir Starmer,promises serious plan for government ’ in conference speech .,Keir Starmer promises serious plan for government’ in conference speech
9455,0,0,0,0,0,", fatally stabbed in Stretford .","Murder investigation launched after boy, 16, fatally stabbed in Stretford"
9456,Dynamo Kyiv ’s Mircea Lucescu : My dream,is to see Ukraine ’,0,0,0,0,Dynamo Kyiv’s Mircea Lucescu: My dream is to see Ukraine smile again’ | Emanuel Rosu
9457,The first week back in the office – and WFH,begins to seem easy,0,0,0,week back in the office – and WFH begins to,The first week back in the office – and WFH begins to seem easy
9458,Boris Johnson ’s great political reinvention,is off to a very clunky start,0,0,Boris Johnson ’s great political reinvention,’s great political reinvention is off to a very clunky,Boris Johnson’s great political reinvention is off to a very clunky start | Katy Balls
9459,Luton,leapfrog Forest in play - off race,0,0,Luton,after decisive Kal Naismith penalty .,Luton leapfrog Forest in play-off race after decisive Kal Naismith penalty
9460,0,0,Grubhub,0,0,sending plea for help via Grubhub order,Kidnapped woman rescued after sending plea for help via Grubhub order
9461,Natalia Osipova,feels the beat,0,0,Natalia Osipova,Far from her comfort zone : Natalia Osipova feels the,Far from her comfort zone: Natalia Osipova feels the beat
9462,London,declares major incident ’ to help Covid hospitals,0,0,London,declares major incident ’ to help Covid - hit hospitals,BREAKING: London declares major incident’ to help Covid-hit hospitals
9463,I,’m terrified ’,0,0,0,’m terrified ’ : music ’s Covid babies ’ take,I’m terrified’: music’s Covid babies’ take to the stage for the first time
9464,day of Tory infighting,played out,0,0,0,Long time coming ’ : how day of Tory infighting,Long time coming’: how day of Tory infighting played out
9465,I,do n’t let my wife,0,0,I,do n’t let my wife use it ’ – great,I don’t let my wife use it’ – great TV theme tune composers savage skip intro’
9466,Absolutely horrific ’ : Liverpool,fans on the Champions League final chaos,0,0,0,Absolutely horrific ’ : Liverpool fans on the Champions League,Absolutely horrific’: Liverpool fans on the Champions League final chaos
9467,Rafael Benítez,ready,0,January,0,Benítez ready to shop in the bargain basement again in,Rafael Benítez ready to shop in the bargain basement again in January
9468,Birds,are remarkable and beautiful animals,0,0,0,are remarkable and beautiful animals – and they ’re disappearing,Birds are remarkable and beautiful animals – and they’re disappearing from our world | Kim Heacox
9469,0,0,0,0,0,The unlikely pitfalls of a new arrival .,A dinosaur called Pea or a dog named Pizza? The unlikely pitfalls of a new arrival
9470,Arsenal ’s Lia Wälti,:,0,0,0,’ Never underestimate a German team .,Arsenal’s Lia Wälti: ’Never underestimate a German team. That’s all I’m saying | Suzanne Wrack
9471,Apocalypse,now,0,0,0,The alarming effects of the global food crisis .,Apocalypse now? The alarming effects of the global food crisis
9472,Martin Rowson on Rishi Sunak,and,0,0,0,0,Martin Rowson on Rishi Sunak and the ship of state – cartoon
9473,"Meera Sodha ’s vegan recipe for matar tofu , or pea , cashew and tofu curry | The new",vegan,0,0,0,"’s vegan recipe for matar tofu , or pea ,","Meera Sodha’s vegan recipe for matar tofu, or pea, cashew and tofu curry | The new vegan"
9474,Royal Mail staff,could be next workers to strike over pay offer,0,0,0,be next workers to strike over pay offer .,Royal Mail staff could be next workers to strike over pay offer
9475,Germany coalition candidates,united on lowering voting age,0,0,0,0,Germany coalition candidates united on lowering voting age to 16
9476,Man trapped in Welsh cave for 54 hours,joins rescue team,0,0,0,0,Man trapped in Welsh cave for 54 hours joins rescue team that saved him
9477,Hauliers in the UK,:,0,0,0,0,Hauliers in the UK: how are the staff shortages affecting you?
9478,0,0,0,0,People,0,People treated like weapons’: more deaths feared at Poland-Belarus border
9479,0,0,0,0,Fertiliser prices,hit new highs as multiple problems affect global supplies .,Fertiliser prices hit new highs as multiple problems affect global supplies
9480,Australia ’s rural industries,do n’t need to panic – yet,0,0,0,’s rural industries do n’t need to panic – yet,"Despite predictions of stagflation, Australia’s rural industries don’t need to panic – yet"
9481,0,0,0,0,HS2 protesters,plan nationwide day of action ’ over rail expansion .,HS2 protesters plan nationwide day of action’ over rail expansion
9482,0,0,0,0,Police,Police formally apologise over Dalian Atkinson death after officer ’s,Police formally apologise over Dalian Atkinson death after officer’s conviction
9483,Monday ’s best photos,.,0,Monday,0,an autumnal garden : Monday ’s best photos .,A freediver and an autumnal garden: Monday’s best photos
9484,Fifa to tackle online abuse,aimed at players,0,0,Fifa,tackle online abuse aimed at players during Qatar World Cup,Fifa to tackle online abuse aimed at players during Qatar World Cup
9485,China ’s noisy dancing grannies ’,silenced by device,0,0,0,’s noisy dancing grannies ’ silenced by device that disables,China’s noisy dancing grannies’ silenced by device that disables speakers
9486,Richard Osman ’s second book,is one of the fastest - selling novels,0,0,0,the fastest - selling novels since records began .,Richard Osman’s second book is one of the fastest-selling novels since records began
9487,Jansson,heads late winner,0,0,0,heads late winner for Brentford as Watford ’s home woes,Jansson heads late winner for Brentford as Watford’s home woes continue
9488,Biggest UK rail strikes,in,0,0,0,Biggest UK rail strikes in decades to go ahead after,Biggest UK rail strikes in decades to go ahead after last-ditch talks fail
9489,Lismore residents,ordered to evacuate homes,0,0,Lismore residents,flood waters threaten town,Lismore residents ordered to evacuate homes again as flood waters threaten town
9490,Birmingham school scheme,aims to ease refugee trauma,0,0,You,0,You’ve got friends’: Birmingham school scheme aims to ease refugee trauma
9491,0,0,0,0,Zidane,as satirical site helps ditch un-French ’ names .,Zidane becomes Antoine as satirical site helps ditch un-French’ names
9492,Queen ’s,jubilee,0,0,0,Queen ’s jubilee to follow,Platinum pudding for Queen’s jubilee to follow 1953’s coronation chicken
9493,Mother,accused of killing son,0,0,son,help when reporting him missing ’,Mother accused of killing son screamed for help when reporting him missing’
9494,Facebook ads,"used to push unapproved rapid tests , prompting warning",0,0,0,"push unapproved rapid tests to Australians , prompting warning from","Facebook ads used to push unapproved rapid tests to Australians, prompting warning from regulator"
9495,Ronnie O’Sullivan v Judd Trump – live,!,0,0,0,Championship final 2022 : Ronnie O’Sullivan v Judd Trump –,Snooker Championship final 2022: Ronnie O’Sullivan v Judd Trump – live!
9496,London ’s smallest microflat up for sale,"at £ 50,000",0,0,0,"’s smallest microflat up for sale at £ 50,000 for","London’s smallest microflat up for sale at £50,000 for 7 square metres"
9497,Britain ’s,obsession,0,0,0,A sobering reflection of Britain ’s obsession with drinking |,A sobering reflection of Britain’s obsession with drinking | Letters
9498,Darlene Hard,obituary,0,0,0,0,Darlene Hard obituary
9499,Hong Kong judicial independence,warn,0,0,0,"Kong judicial independence under systematic attack , legal figures warn","Hong Kong judicial independence under systematic attack, legal figures warn"
9500,Course architects Pete and Alice Dye,could be the stars,0,0,0,0,Course architects Pete and Alice Dye could be the stars of the Ryder Cup | Ewan Murray
9501,0,0,0,0,0,"a lean , mean return for TV ’s top serial","Dexter: New Blood review – a lean, mean return for TV’s top serial killer"
9502,Fears of fatalities after Myanmar troops,use car,0,0,0,ram anti-coup protest ’ .,Fears of fatalities after Myanmar troops use car to ram anti-coup protest’
9503,Boss,would swim in rivers,0,0,0,0,Boss of English water firm fined over sewage says he would swim in rivers
9504,New Oxford history of sexualities role,named after LGBTQ + activist,0,0,0,LGBTQ + activist,New Oxford history of sexualities role named after LGBTQ+ activist
9505,west Texas desert,in rare sighting,0,0,0,in rare sighting ’ .,Lost’ alligator found in west Texas desert in rare sighting’
9506,0,0,0,0,0,wasting water as supplies rationed amid drought,Italians face fines for wasting water as supplies rationed amid drought
9507,footage of Rolling Stones,at notorious Altamont festival,0,0,0,at notorious Altamont festival uncovered .,Lost footage of Rolling Stones at notorious Altamont festival uncovered
9508,Our lorry drivers,deserve respect | Letters,0,0,0,0,Our lorry drivers deserve respect | Letters
9509,Manchester United,show few signs,0,0,Manchester United,0,Manchester United show few signs of improvement under Ralf Rangnick | By @WhoScored
9510,the making of Marco van Basten | Arrigo Sacchi,.,0,0,0,0,"Megaphones, diagrams and drink: the making of Marco van Basten | Arrigo Sacchi"
9511,I,got Covid,0,0,I,"Finally , I got Covid .","Finally, I got Covid. Give me chicken soup, Marmite and drugs | Jay Rayner"
9512,Benedict Lombe,wins theatre prize,0,0,Benedict Lombe,play celebrating Blackness in its fullness ’,Benedict Lombe wins theatre prize for play celebrating Blackness in its fullness’
9513,Sciamma,are always about a few days,0,0,0,are always about a few days out of the world,Céline Sciamma: My films are always about a few days out of the world’
9514,Harsh Times by Mario Vargas Llosa review – CIA,secrets,0,0,0,and breathtaking lies .,Harsh Times by Mario Vargas Llosa review – CIA secrets and breathtaking lies
9515,0,0,0,0,0,"were around before dinosaurs , fossil find suggests .","Octopuses were around before dinosaurs, fossil find suggests"
9516,former AFL players and their families,speak out about league inaction,0,0,0,former AFL players and their families speak out about,"Pain, glory, concussion: former AFL players and their families speak out about league inaction"
9517,fear and farewells on the road out of Ukraine,.,0,0,0,Terrible and fantastical ’ : fear and farewells on the,Terrible and fantastical’: fear and farewells on the road out of Ukraine
9518,0,0,0,0,0,0,Tell us: have travel restrictions affected hospitality in the UK?
9519,0,0,0,0,0,0,Lord Hughes of Woodside obituary
9520,The Taliban,are seeking revenge,0,0,0,ex-cultural worker on a UK project .,The Taliban are seeking revenge’: ex-cultural worker on a UK project
9521,the controversial film that pushed porn into the mainstream,.,0,0,0,the controversial film that pushed porn into the mainstream .,Deep Throat at 50: the controversial film that pushed porn into the mainstream
9522,Joe Hegarty obituary,.,0,0,0,0,Letter: Joe Hegarty obituary
9523,0,0,0,0,0,an odd hill to die on .,The Southbury Child review – a vicar picks an odd hill to die on
9524,Koala,listed as endangered after Australian governments fail to halt its decline,0,0,Koala,after Australian governments fail to halt its decline .,Koala listed as endangered after Australian governments fail to halt its decline
9525,UK equalities watchdog,urges Scotland,0,0,Scotland,0,UK equalities watchdog urges Scotland to pause gender recognition reforms
9526,Sue Gray ’s failure to investigate Abba party ’ in PM ’s flat angers MPs,.,0,0,0,’s flat angers MPs .,Sue Gray’s failure to investigate Abba party’ in PM’s flat angers MPs
9527,Trump,plans to sue to keep Capitol,Capitol,0,0,records secret | First Thing .,Trump plans to sue to keep Capitol attack records secret | First Thing
9528,Cha Cha Real,Smooth to House,0,this week,0,Real Smooth to House of Gucci : the seven best,Cha Cha Real Smooth to House of Gucci: the seven best films to watch on TV this week
9529,Climate protesters,block oil depot,Heathrow,fourth day,0,action enters,Climate protesters block oil depot near Heathrow as action enters fourth day
9530,Raúl Jiménez winner,sparks emotional scenes,0,0,Raúl Jiménez winner,sparks emotional scenes as Wolves beat Southampton .,Raúl Jiménez winner sparks emotional scenes as Wolves beat Southampton
9531,"Djokovic airport drama , aged care Covid outbreak , Capitol riots anniversary",.,0,0,0,"Djokovic airport drama , aged care Covid outbreak ,","Morning mail: Djokovic airport drama, aged care Covid outbreak, Capitol riots anniversary"
9532,0,0,0,0,0,sale with relaxing bedrooms – in pictures,Homes for sale with relaxing bedrooms – in pictures
9533,The Stasi Poetry Circle review – East Germany ’s unsettling war,with words,0,0,0,’s unsettling war with words .,The Stasi Poetry Circle review – East Germany’s unsettling war with words
9534,Christopher Eccleston ’s,hairdo,0,0,0,Close to Me review – Christopher Eccleston ’s hairdo says,Close to Me review – Christopher Eccleston’s hairdo says it all in amnesia thriller’s finale
9535,Wrongly built drainage system,led to Stonehaven train crash,0,0,0,"Wrongly built drainage system led to Stonehaven train crash ,","Wrongly built drainage system led to Stonehaven train crash, investigators find"
9536,0,0,0,0,0,", bloodless horror .","The Legend of Sleepy Hollow review – butchered plotting, bloodless horror"
9537,Richard Marles,admits no short - term solution,0,0,Richard Marles,no short - term solution on power prices .,"Australia news live update: Labor ministry to be sworn in, Richard Marles admits no short-term solution on power prices"
9538,Bury St Edmunds ’s,new,0,0,0,’s new chocolatier .,Sweet success of Bury St Edmunds’s new chocolatier
9539,Starbucks to be led by Howard Schultz again as US workers,push to unionize,0,0,0,US workers push to unionize,Starbucks to be led by Howard Schultz again as US workers push to unionize
9540,London commuters,grapple with third day,0,third day,London commuters,0,London commuters grapple with third day of tube strike disruption
9541,0,0,0,0,grasshopper stridulation,time goes by | Brief letters,How grasshopper stridulation can become the sound of silence as time goes by | Brief letters
9542,Dylan and Will McMahon,:,0,0,0,0,Dylan and Will McMahon: brothers behind the UK’s only baby milk producer
9543,NHS England,hit by highest Covid absences since vaccine rollout,0,0,NHS England,by highest Covid absences since vaccine rollout .,NHS England hit by highest Covid absences since vaccine rollout
9544,No 2 : Wolf Alice – Blue Weekend,.,0,0,0,"50 best albums of 2021 , No 2 : Wolf","The 50 best albums of 2021, No 2: Wolf Alice – Blue Weekend"
9545,Bank of England chief economist,warns high inflation rates,0,0,0,England chief economist warns high inflation rates may persist in,Bank of England chief economist warns high inflation rates may persist in 2022
9546,Britain,needs an amnesty,0,0,we,0,"Now we know No 10 broke the rules, Britain needs an amnesty on Covid fines | Owen Jones"
9547,someone,could win two tickets,0,8 May,you,- renowned live music ?,"Do you know someone who deserves a weekend of arts, culture and world-renowned live music?

Nominate them before 8 May and they could win two tickets to Glastonbury Festival."
9548,East,Is East review revival,0,0,0,– magnificent revival of culture - clash classic .,East Is East review – magnificent revival of culture-clash classic
9549,Biden,needs to change his slogan,0,0,Stephen Colbert : Biden needs to change his slogan from Build Back Better ’ to We,0,Stephen Colbert: Biden needs to change his slogan from Build Back Better’ to We Have the Meats!’’
9550,0,0,0,0,A point of difference,0,A point of difference does not make someone your enemy. But in lockdown it can feel that way | Gill Straker and Jacqui Winship
9551,Dundee ’s Leigh Griffiths,apologises for kicking smoke bomb,0,0,Dundee ’s Leigh Griffiths,kicking smoke bomb into stands,Dundee’s Leigh Griffiths apologises for kicking smoke bomb into stands
9552,We,live in a modern - day AFL era,0,0,0,a modern - day AFL era but hardmen history still,We live in a modern-day AFL era but hardmen history still haunts Essendon Bombers | Jonathan Horn
9553,Titane review – Agathe Rousselle,is extraordinary in Palme d’Or body horror,Palme,0,0,is extraordinary in Palme d’Or - winning body horror .,Titane review – Agathe Rousselle is extraordinary in Palme d’Or-winning body horror
9554,Bairstow,smashes century,0,0,Bairstow,0,Bairstow smashes century to set up England’s series win over New Zealand
9555,these comedians,would surely mock Netflix ’s,0,0,0,would surely mock Netflix ’s hall of fame .,Toasting not roasting: these comedians would surely mock Netflix’s hall of fame
9556,US,to reopen land borders,0,November,0,0,US to reopen land borders with Canada and Mexico in November
9557,0,0,0,0,0,Putin nuclear deterrence order but cautiously welcomes talks report .,US condemns Putin nuclear deterrence order but cautiously welcomes talks report
9558,The case for big - time college sports helping academics,remains weak,0,0,0,for big - time college sports helping academics remains weak,The case for big-time college sports helping academics remains weak
9559,Free Books Fest,aims to give excluded readers,0,0,Fest,Free Books Fest aims to give excluded readers their first,Free Books Fest aims to give excluded readers their first journey with a book’
9560,0,0,0,0,we,0,Russia-Ukraine war: what we know on day 32 of the invasion
9561,Australia ’s Covid hotspots,:,0,0,0,0,Australia’s Covid hotspots: see case numbers in your neighbourhood
9562,spent coffee grounds,into a rub – recipe,0,0,0,0,How to turn spent coffee grounds into a rub – recipe | Waste not
9563,the war in Ukraine,will fuel a sharp hike,0,0,0,a sharp hike in inflation .,How the war in Ukraine will fuel a sharp hike in inflation
9564,10 of the best candles and cordless lamps – in pictures,.,0,0,0,the best candles and cordless lamps – in pictures .,Style out the power cuts: 10 of the best candles and cordless lamps – in pictures
9565,0,0,Northern,0,0,0,Protocol not the problem says EU amid Northern Ireland border row – video
9566,"Rashford , Sancho and Saka",after final,0,0,0,"for racially abusing Rashford , Sancho and Saka after final","Football fan jailed for racially abusing Rashford, Sancho and Saka after final"
9567,Theatre ’s radical green agenda,.,0,0,you,’s radical green agenda .,How do you make a lavish spectacle sustainable? Theatre’s radical green agenda
9568,I,feel your country ’s,0,0,I,set ablaze .,I feel your country’s anger’ – why the memorial to Britain’s Covid dead will be set ablaze
9569,Arsenal v,Leeds United,0,0,0,– live !,Arsenal v Leeds United: Carabao Cup fourth round – live!
9570,0,0,0,0,0,"contracts unlawful , high court rules .","Use of VIP lane’ to award Covid PPE contracts unlawful, high court rules"
9571,the sun,dies,0,0,0,Serendipitous ’ discovery gives clues .,What will happen after the sun dies? Serendipitous’ discovery gives clues
9572,Trump ’s,bid,0,0,0,0,"Trump’s bid to cling to power beyond Nixon’s imagination’, Watergate duo say"
9573,0,0,0,0,0,we ready to follow Netflix into space ?,The point is ambition’: are we ready to follow Netflix into space?
9574,Britain ’s hidden online microworkers ’,paid less than £ 4,0,0,0,’s hidden online microworkers ’ paid less than £ 4,Britain’s hidden online microworkers’ paid less than £4 an hour
9575,Rafael Nadal,reveals he,0,0,he,0,Rafael Nadal reveals he considered saying goodbye’ to tennis last year
9576,Myanmar ’s UN envoy,under fire for proposing power share ’ with military,0,0,0,with military,Myanmar’s UN envoy under fire for proposing power share’ with military
9577,Putin,does n’t know what it ’s,0,0,0,does n’t know what it ’s like to lose ’,Trevor Noah: Putin doesn’t know what it’s like to lose’
9578,England abortion pills,by post ’ scheme,0,September,0,0,England abortion pills by post’ scheme to be scrapped in September
9579,Wales end Ukraines World Cup,hopes,Wales,0,We,Bale wont apologise if Wales end Ukraines World Cup hopes,We want to deliver: Gareth Bale wont apologise if Wales end Ukraines World Cup hopes – video
9580,Hokusai,:,0,0,0,The Great Picture Book of Everything review – wonders beyond,Hokusai: The Great Picture Book of Everything review – wonders beyond The Great Wave
9581,Raab,unveils human rights proposals,0,0,Raab,unveils human rights proposals to MPs including bill of rights,Raab unveils human rights proposals to MPs including bill of rights
9582,0,0,0,0,0,"Lanka almost out of fuel , with no fresh supplies","Sri Lanka almost out of fuel, with no fresh supplies in sight"
9583,Desert Crown,is new Derby favourite,0,0,0,is new Derby favourite after storming Dante Stakes win .,Desert Crown is new Derby favourite after storming Dante Stakes win
9584,Andy Fletcher,obituary,0,0,0,0,Andy Fletcher obituary
9585,0,0,0,0,Livestock farmers,0,Livestock farmers are not the enemy in climate crisis battle | Letter
9586,Gabriel and Holding on target as Arsenal,win at West Ham to stay in fourth place,West Ham,0,0,0,Gabriel and Holding on target as Arsenal win at West Ham to stay in fourth place
9587,US bird flu outbreak,:,0,0,0,most inhumane way available ’ .,US bird flu outbreak: millions of birds culled in most inhumane way available’
9588,Ofcom,to investigate Royal Mail,0,0,Ofcom,0,Ofcom to investigate Royal Mail over delivery target failures
9589,Tory MPs,give verdicts on No 10 garden party,0,0,0,Indefensible ’ : Tory MPs give verdicts on No 10,Indefensible’: Tory MPs give verdicts on No 10 garden party
9590,Russia vetoes UN security council resolution,linking climate crisis,0,0,0,to international peace .,Russia vetoes UN security council resolution linking climate crisis to international peace
9591,Covid,get booster jabs,0,0,record -,Covid live : record - breaking ’ numbers get booster,Covid live: record-breaking’ numbers get booster jabs in England; arrests in Netherlands after lockdown protests
9592,Easy,"wins : If stillness , you ’",0,0,Easy,"is n’t for you , you can meditate while eating","Easy wins: If stillness isn’t for you, you can meditate while eating’"
9593,0,0,0,0,0,how young children cope with Covid anxiety .,The fears of five-year-olds: how young children cope with Covid anxiety
9594,0,0,0,0,0,Neo-Nazi duo handed nine - year US prison terms over,Neo-Nazi duo handed nine-year US prison terms over apparent attack plot
9595,Cop26 corporate sponsors,condemn climate summit,0,0,0,Cop26 corporate sponsors condemn climate summit as mismanaged ’ .,Cop26 corporate sponsors condemn climate summit as mismanaged’
9596,Russian planes that enter UK airspace,could be detained by government,0,0,UK airspace,Russian planes that enter UK airspace could be detained by,Russian planes that enter UK airspace could be detained by government
9597,"It ’s a scare tactic ’ : Pamela Moses , the Black woman jailed over voting error",",",0,0,0,"the Black woman jailed over voting error , speaks out","It’s a scare tactic’: Pamela Moses, the Black woman jailed over voting error, speaks out"
9598,Fifty people to be sent to Rwanda in a fortnight,",",0,0,0,0,"Fifty people to be sent to Rwanda in a fortnight, says Boris Johnson"
9599,0,0,0,0,watchdog,’s flat renovation .,No 10 says watchdog need not look into PM’s flat renovation
9600,Kirby,was seeing different specialists,0,0,I,"seeing different specialists , getting an oxygen tent ’ .","Fran Kirby: I was seeing different specialists, getting an oxygen tent’"
9601,0,0,0,0,0,0,The Fiver | Shelter’s  idea and the Premier League
9602,Next ’s chair,adds voice to boardroom chorus deploring UK labour crisis,0,0,0,0,Next’s chair adds voice to boardroom chorus deploring UK labour crisis
9603,Adele,reveals tracklist for comeback album,0,0,Adele,"comeback album , including song titled I Drink Wine ’","Adele reveals tracklist for comeback album, including song titled I Drink Wine’"
9604,Barry,’m still not over Oliver Twist,0,0,I,’m still not over Oliver Twist ’ .,Sebastian Barry: I’m still not over Oliver Twist’
9605,NSO Group ’s CEO - designate quits after US,blacklists spyware firm,0,0,0,- designate quits after US blacklists spyware firm .,NSO Group’s CEO-designate quits after US blacklists spyware firm
9606,"Nadal , Djokovic , Medvedev and Gauff in action – live",!,0,0,0,– live !,"French Open day eight: Nadal, Djokovic, Medvedev and Gauff in action– live!"
9607,Barclays,continues to wreck credit rating,0,0,Barclays,0,Barclays continues to wreck credit rating with mortgage claims
9608,0,0,Lake District,0,0,three boys missing from Lake District village,Police concerned for three boys missing from Lake District village
9609,I,had to act ’,0,0,Ukrainian journalists,How Ukrainian journalists became war correspondents overnight .,I had to act’: How Ukrainian journalists became war correspondents overnight
9610,Wing,it,0,0,0,the best hack for perfect liquid eyeliner ?,Wing it! What’s the best hack for perfect liquid eyeliner?
9611,"quiz of the week : money , mystery , history and debauchery",.,0,the week,0,0,"Sports quiz of the week: money, mystery, history and debauchery"
9612,We,have to be more humble ’ : the artist,0,0,0,more humble ’ : the artist predicting our climate future,We have to be more humble’: the artist predicting our climate future
9613,We,got him,0,0,We,0,"We got him: man wanted in Brooklyn subway shooting arrested, officials announce – video"
9614,Doctors in Lithuania,find kilo of nails and screws,0,0,0,0,Doctors in Lithuania find kilo of nails and screws in man’s stomach
9615,Van drivers in UK,will need new operating licences,0,May,0,need new operating licences to enter EU from May .,Van drivers in UK will need new operating licences to enter EU from May
9616,0,0,0,0,0,0,Ilhan Omar: Lauren Boebert’s Jihad Squad’ bigotry is no laughing matter’
9617,Atagi,advises no change,0,0,Atagi,Omicron variant spread concern – video .,Atagi advises no change to Covid vaccine booster program amid Omicron variant spread concern – video
9618,Sanjeev Gupta ’s GFG,denies wrongdoing amid French investigation,0,0,Sanjeev Gupta ’s GFG,amid French investigation .,Sanjeev Gupta’s GFG denies wrongdoing amid French investigation
9619,Rayner,was thick ’,0,0,Angela Rayner,"says sexist , classist ’ newspaper article implied she was","Angela Rayner says sexist, classist’ newspaper article implied she was thick’ – UK politics live"
9620,Israel,to hold world ’s,0,0,Israel,for new Covid variant .,Israel to hold world’s first drill to test readiness for new Covid variant
9621,war in Ukraine,has started,0,0,0,0,Who can prevail on Putin now war in Ukraine has started? Peace depends on it | Simon Jenkins
9622,0,0,0,0,0,"up whole oranges , lemons and limes | Kitchen aide","How to use up whole oranges, lemons and limes | Kitchen aide"
9623,PSNI decision,to end hooded men,0,0,0,"end hooded men ’ inquiry was unlawful , says court","PSNI decision to end hooded men’ inquiry was unlawful, says court"
9624,China,shuts down business centres,0,0,China,0,China shuts down business centres in bid to halt Covid outbreak
9625,Covid - 19,has now killed as many Americans as the 1918 - 19 flu pandemic,0,0,Covid - 19,as many Americans as the 1918 - 19 flu pandemic,Covid-19 has now killed as many Americans as the 1918-19 flu pandemic
9626,0,0,Yorkshire,0,0,survives bumpy ride in Yorkshire litter pickers ’ car .,First world war bomb survives bumpy ride in Yorkshire litter pickers’ car
9627,NSW unvaccinated,could be denied freedoms,0,0,premier,NSW unvaccinated could be denied freedoms at 80 percent target,"NSW unvaccinated could be denied freedoms at 80 percent  target, premier says, as 1,257 Covid cases recorded"
