,who,what,where,when,why,how,text
798,0,0,Public Health,0,0,most effective ever tested .,🦠A Covid treatment made from llama antibodies has been hailed by experts at Public Health England as one of the most effective ever tested
799,The concept,"has recently been backed by a groundswell , including from the likes",0,0,It,’s top medical adviser Dr Anthony Fauci .,"The concept has recently been backed by a groundswell of support, including from the likes of Biden’s top medical adviser Dr Anthony Fauci.

🔴It will not be an easy task…

Researchers have been attempting to develop a universal flu vaccine for years"
800,the situation in Ukraine,continues to escalate,0,0,we,see cyber attacks that have international implications | Writes Lindy,"✍️  If the situation in Ukraine continues to escalate, we could see cyber attacks that have international implications  | Writes Lindy Cameron"
801,Snow,chanted F,Glastonbury,five years ago,he,had also drawn criticisms of lacking impartiality over claims that,"🔵 The move inflamed tensions between Channel 4 and Tories

Jon Snow, the veteran broadcaster who recently stepped down from Channel 4 News, had also drawn criticisms of lacking impartiality over claims that he chanted  F--- the Tories  at Glastonbury festival five years ago"
802,The Queen,was one of the last people in the world to hear that she had ascended the throne,0,0,she,was famously was one of the last people in the,👑The Queen was famously was one of the last people in the world to hear that she had ascended the throne
803,January,is when millions,0,January,0,"those important health goals , but making a resolution is","January is when millions of us set those important health goals, but making a resolution isn’t the same as keeping it.

Read more"
804,it,requires,0,0,it,the military support that it requires is not without risk,"Failure to provide Ukraine with the military support that it requires is not without risk, as it will encourage other rogue states to believe that they, too, can ride roughshod over international law without consequence  | Writes Con Coughlin"
805,Boris Johnson,has apologised over the leaked video that,0,Christmas,that,showed senior officials laughing about a fictional Christmas party at,"🔴Boris Johnson has apologised over the leaked video that showed senior officials laughing about a  fictional  Christmas party at Downing Street

Follow the latest updates on our @TelePolitics liveblog 👇 |"
806,James Haskell Q&amp;A @Telegraph,put their questions,0,0,subscribers,England rugby legend - see his answers 👇 .,"⁉️James Haskell Q&amp;A

@Telegraph subscribers put their questions to England rugby legend - see his answers👇"
807,0,0,0,0,there,with secret hobbies .,"All over the UK there are men with hobbies –  and then there are men with secret hobbies. What’s the difference? 

🔎Read more"
808,Norrie,takes home a winners cheque,0,0,0,"As well as the trophy , Norrie takes home a","🎾 As well as the trophy, Norrie takes home a winners cheque worth £880,000"
809,0,0,0,0,0,of chauvinistic liberalism espoused by Macron that will destabilise the,🇪🇺 It’s the kind of chauvinistic liberalism espoused by Macron that will destabilise the West
810,The Parent Teacher Association,has thrown its weight,0,0,0,a national scheme that would see second - hand uniform,"The Parent Teacher Association, has thrown its weight behind a national scheme that would see second-hand uniform shops in every school in the UK"
811,Heres,mean for Christmas parties,0,Christmas,Heres,"the new Covid restrictions mean for Christmas parties , festive","🎄 Heres what the new Covid restrictions mean for Christmas parties, festive travel and nativities 👇"
812,Harry and Meghan,are doing after a year,0,0,0,", however , and onlookers could be forgiven for wondering","✍️  Twelve months on from their Oprah Winfrey interview, however, and onlookers could be forgiven for wondering what exactly Harry and Meghan are doing after a year that, well, wasn’t  | Writes Camilla Tominey"
813,"Almost 89,000 Britons","have now applied to open up their homes , as a minister",0,0,"Almost 89,000 Britons","🔴 Almost 89,000 Britons have now applied to open up","🔴Almost 89,000 Britons have now applied to open up their homes to Ukrainian refugees, as a minister said he was  actually quite proud  that the website for the scheme had crashed"
814,Anthony Mangnall,becomes third MP,0,0,0,the latest updates on our @TelePolitics liveblog here 👇 .,"🔴NEW: Anthony Mangnall becomes third MP to submit no confidence letter in Boris Johnson within 24 hours

Follow the latest updates on our @TelePolitics liveblog here 👇"
815,0,0,0,0,women,over misogynistic violence in the country .,"🔴Footage of women being assaulted in China by a group of men one had turned down has triggered a debate over misogynistic violence in the country.

Nine men can be seen on CCTV video assaulting a group of four women in a restaurant"
816,patients,are a burden,0,0,"I will be urging peers to reject a Bill that , however kindly meant , would expose vulnerable patients to either experiencing pressure from relatives to die before their time or to feeling that they are a burden and",", however kindly meant , would expose vulnerable patients to","I will be urging peers to reject a Bill that, however kindly meant, would expose vulnerable patients to either experiencing pressure from relatives to die before their time or to feeling that they are a burden and consequently requesting an assisted de..."
817,0,0,0,0,0,a Chinese nuclear power station will be examined for any,🇨🇳 Reports of cracked fuel rods from a Chinese nuclear power station will be examined for any implications for new plants in Britain
818,Our Consumer Champion @KatieMorley_,gives her advice,Crowne Plaza,0,0,Plaza wont pay up Our Consumer Champion @KatieMorley_ gives her,"🗣️ Thieves used a hotel masterkey to steal my £3k laptop but Crowne Plaza wont pay up

Our Consumer Champion @KatieMorley_ gives her advice 👇"
819,0,0,0,0,0,"£ 1 spent on coffee , 10p goes to the","☕ For £1 spent on coffee, 10p goes to the grower and 81p to the roaster and on margins"
820,The killing,is the 29th teenage homicide,0,0,0,"29th teenage homicide in London in 2021 , which surpasses","The killing is the 29th teenage homicide in London in 2021, which surpasses the 27 seen in 2017, which had been the highest in recent years"
821,0,0,0,Sunday,chiefs,say French president mooted the idea of cross-party cabinet after,🇫🇷Opposition chiefs say French president mooted the idea of cross-party cabinet after failing to secure a parliamentary majority on Sunday
822,the film,inflamed the spat,0,0,0,"Far from settling the issue , however , the film","Far from settling the issue, however, the film inevitably inflamed the spat between fans of four wheels or two"
823,the new album,proves a dud,0,0,the new album,"the new album proves a dud , youll need some","🎵If the new album proves a dud, youll need some of their greatest hits to hand to pretend it was all just a bad dream. 

So here are the 10 best, ranked👇"
824,Prince Andrew,stripped of military titles and patronages,0,0,Prince Andrew,"of military titles and patronages , Queen announces Read more","🚨BREAKING: Prince Andrew stripped of military titles and patronages, Queen announces

Read more"
825,Woolf ’s influence – not just on literature but on British society –,has been overwhelmingly benign,0,0,anybody,seems absurd that anybody could question the fact that Woolf,It seems absurd that anybody could question the fact that Woolf’s influence – not just on literature but on British society – has been overwhelmingly benign  | Writes @JakeKerridge
826,My,curl journey,0,0,My,a lifelong one .,"My curl journey has been a lifelong one. I’ve had curly hair since I was a toddler. No one knew what to do with it, so it often looked like a haystack of brushed-out frizz"
827,leaders,be going,0,0,0,So underwhelming is the summit predicted to be that some,"So underwhelming is the summit predicted to be that some leaders, including Russia’s Vladimir Putin, say they wont be going"
828,0,0,0,0,0,position social media app under a parent company next to,Makeover could position social media app under a parent company next to Instagram and WhatsApp
829,major banks,were relaxing their policy,0,0,0,"⁠ Even before Covid , major banks were relaxing their","👔 Suit sales are in decline. ⁠
⁠
Even before Covid, major banks were relaxing their policy on wearing suits to the office.
⁠
✍️  A suit is the most democratic of garments  writes @mickbrownwriter ⁠

Read more ⬇️"
830,Vladimir Putin,may be stringing Kyiv,West,0,Vladimir Putin,sending yet more troops to Ukraine to pursue his bloody,"🔴Vladimir Putin may be stringing Kyiv and the West along with talk of peace, while sending yet more troops to Ukraine to pursue his bloody war"
831,The Government,has quietly abandoned a promise,0,0,0,has quietly abandoned a promise to spend millions of pounds,🍬The Government has quietly abandoned a promise to spend millions of pounds in revenue from the sugar tax on fighting childhood obesity.
832,Boris Johnson today,claimed Sir Keir Starmer,0,today,Boris Johnson today,a permanent spectator in Westminster after the pair engaged in,🔴 Boris Johnson today claimed Sir Keir Starmer is  doomed to be a permanent spectator  in Westminster after the pair engaged in furious clashes at  over the Governments response to the cost of living crisis
833,Russia ’s nuclear stockpile,is once again the world ’s,0,0,It,of deep pride that Russia ’s nuclear stockpile is once,"It is a source of deep pride that Russia’s nuclear stockpile is once again the world’s largest, lovingly restored to the size and stature of its Soviet heyday.  | Writes Jade McGynn"
834,0,0,0,0,it,"drinkers everywhere there is , as ever , much to","🥃For drinkers everywhere there is, as ever, much to look forward to - particularly when it comes to well-crafted rums. 

Here are a few of the trends and highlights coming your way⬇️"
835,the Government,must have the public,0,0,change,the environmental audit committee .,"Its a third!

✈️ Tackling climate change is the responsibility of us all – but to succeed, the Government must have the public on board  said Philip Dunne, the chairman of the environmental audit committee"
836,Boris Johnson,is calling in rebel Conservative MPs to Downing Street in an urgent attempt to stave off a plot to destroy his premiership,0,0,Boris Johnson,in rebel Conservative MPs from the 2019 intake to Downing,"Boris Johnson is calling in rebel Conservative MPs from the 2019 intake to Downing Street for one-on-one meetings in an urgent attempt to stave off a plot to destroy his premiership, The Telegraph has been told.

Read @Tony_Divers report here 👇"
837,We,are missing a post-pandemic vision,0,0,we,a post-pandemic vision when we have a huge opportunity for,🗣️  We are missing a post-pandemic vision when we have a huge opportunity for a reset. Such a reset requires leaders who are bold and brave  | Writes @suzanne_moore
838,the phrase Caecilius est,in horto,0,0,Caecilius,of Latin scholars will almost certainly be the phrase Caecilius,"📖Etched in the memories of generations of Latin scholars will almost certainly be the phrase  Caecilius est in horto .

But now Caecilius is in trouble with school textbooks featuring the Roman character being rewritten following complaints about his ownership of  happy slaves"
839,The advice from Mermaids,comes amid lingering confusion,0,0,0,the long - awaited new guidance from the Equality and,"The advice from Mermaids comes amid lingering confusion over the long-awaited new guidance from the Equality and Human Rights Commission (EHRC), the watchdog, for providers of single-sex spaces such as refuges, changing rooms and hospital wards"
840,The Ukrainian Defence Minister,has said that Kyiv,0,0,Kyiv,of Russian troop withdrawal and now estimates there are close,"🔴The Ukrainian Defence Minister has said that Kyiv has seen no sign of Russian troop withdrawal and now estimates there are close to 149,000 troops at the border

Follow the latest news on the  ⤵️"
841,Excavation work in Stoke Mandeville,has revealed the mausoleum,0,0,0,"a wealthy rural family from the Roman period , complete","⚡Excavation work in Stoke Mandeville has revealed the mausoleum of a wealthy rural family from the Roman period, complete with an  unprecedented  set of funerary busts depicting a man, a woman and a young girl"
842,Dame Cressida Dick,has announced she,0,0,Dame Cressida Dick,the Metropolitan Police Commissioner,"Dame Cressida Dick has announced she has resigned as the Metropolitan Police Commissioner.

Read about seven of the names in the frame to replace her here 👇"
843,The spectacular remains of a flying reptile that lived alongside dinosaurs,170 million years,Skye,0,0,The spectacular remains of a flying reptile that lived alongside,The spectacular remains of a flying reptile that lived alongside dinosaurs 170 million years ago have been unearthed on the Isle of Skye
844,"Jackie , a Pomeranian puppy , a tiny bundle of caramel - colour fur with a button nose and adorable eyes",Read more,0,0,0,"a Pomeranian puppy , a tiny bundle of caramel -","In one of the enclosures, I find Jackie, a Pomeranian puppy, a tiny bundle of caramel-colour fur with a button nose and adorable eyes 

Read more"
845,The European Union,is to recommend a nine - month expiry date,0,0,those,"those looking to travel into the bloc , according to","🦠 The European Union is to recommend a nine-month expiry date on Covid vaccine passports for those looking to travel into the bloc, according to reports"
846,"The Metropolitan Police Federation , which represents 31,000 officers across London ,",accused Sadiq Khan,0,0,"The Metropolitan Police Federation , which represents 31,000 officers across London ,",undermining public trust in the force and said confidence in,"🔴The Metropolitan Police Federation, which represents 31,000 officers across London, accused Sadiq Khan of undermining public trust in the force and said confidence in the service was at  rock bottom"
847,The Sue Gray report,"is utterly damning , according to Ian Blackford",0,0,The Sue Gray report,Utterly damning 🔴 The Sue Gray report is utterly damning,"Utterly damning

🔴The Sue Gray report is  utterly damning , according to Ian Blackford, the leader of the SNP at Westminster"
848,The Moscow elite,"will soon have to face up to the damage , cronyism and callousness",0,0,0,will soon have to face up to the damage wreaked,"🗣️  The Moscow elite will soon have to face up to the damage wreaked on soldiers’ morale by the Putin regime’s intrinsic corruption, cronyism and callousness  | Writes Jade McGlynn"
849,Thirty one people,were injured after they,0,0,they,over hot coals as part of a corporate team -,Thirty one people were injured after they burnt their feet during a fire walk over hot coals as part of a corporate team-building exercise for a Swiss firm
850,Ukraine,to join the European Union,0,0,Ukraine,15 or,🔴A bid by Ukraine to join the European Union could not be finalised for  15 or 20 years
851,The 57 - year - old,was killed earlier this month along with indigenous expert Bruno Pereira while doing research,Amazon,earlier this month,The 57 - year - old,with indigenous expert Bruno Pereira while doing research in the,The 57-year-old was killed earlier this month along with indigenous expert Bruno Pereira while doing research in the Amazon
852,0,0,0,0,Videos and images,showing irregular Ukrainian forces – lightly armed and clad in,"🔴 Videos and images are emerging showing irregular Ukrainian forces – lightly armed and clad in tracksuits – engaging Russian invaders, in what military experts say could develop into a long simmering conflict"
853,Our gardening expert Tom Brown,reveals how to keep your hedges,0,0,0,0,Our gardening expert Tom Brown reveals how to keep your hedges looking trim
854,man,were alive,0,0,0,a dead man after taking his corpse into a post,"Two men in Ireland have tried to claim the pension of a dead man after taking his corpse into a post office and propping him up as if he were alive, local media reported"
855,Russia,is using force,0,0,Russia,its free and independent path said Jens Stoltenberg .,🗣️ Russia is using force to try to rewrite history and deny Ukraine of its free and independent path  said Jens Stoltenberg
856,"Chris Smolinski , a shortwave radio expert",has said,0,0,I,"frequency open , Chris Smolinski , a shortwave radio expert","📻Is the Buzzer a numbers station?

 It’s essentially a frequency used by the Russian military to send messages. As for the buzzing itself, I believe it’s a channel marker – it keeps the frequency open,  Chris Smolinski, a shortwave radio expert has said"
857,NEW,"should quit , says Grant Shapps",0,0,NEW,the latest updates on @telebusinesss liveblog here 👇 .,"🔴 NEW:  Brazen’ P&amp;O boss should quit, says Grant Shapps

Follow all the latest updates on @telebusinesss 
liveblog here 👇"
858,0,0,0,0,Study,for harmful pollutants .,🔴Study finds air at 97 per cent of addresses fails to meet the World Health Organisations limits for harmful pollutants
859,0,0,0,0,it,spread easily through a population as it requires very close,"❓How is Monkeypox spread?

Unlike Covid, monkeypox can not spread easily through a population as it requires very close contact. 

Routes of transmission from one person to another are via large exhaled droplets and skin-to-skin contact with open sores"
860,the country,restricts travel to and from the UK,0,Saturday,British skiers and other tourists,🔴 British skiers and other tourists are to be barred,"🔴 British skiers and other tourists are to be barred entry from France starting Saturday as the country drastically restricts travel to and from the UK

Read more"
861,BREAKING : Owen Paterson,has called on the parliamentary standards commissioner to quit after MPs,0,0,he,the parliamentary standards commissioner to quit after MPs declined to,🚨BREAKING: Owen Paterson has called on the parliamentary standards commissioner to quit after MPs declined to back a six-week suspension over the ruling that he breached lobbying rules
862,the Kremlin,has said,0,0,Putin,"respect humanitarian law , the Kremlin has said .","🔴During a phone call with the European Council President about Ukraine, Putin urged the European Union to pressure authorities in Kyiv to respect humanitarian law, the Kremlin has said"
863,the latest updates,on our Covid - 19 blog,0,Tuesday,0,the new Covid restrictions on Tuesday after Sajid Javid said,"Tory lockdown critics are demanding a vote on the new Covid restrictions on Tuesday after Sajid Javid said MPs might not be given a say until mid-December. 

Follow the latest updates on our Covid-19 blog 👇"
864,"The National Gallery ’s director , Gabriele Finaldi ,","asks , at what point",0,0,point,it away ?,"🖼️ The National Gallery’s director, Gabriele Finaldi, asks,  at what point do elements of a picture’s history require you to hide it away?  

Some of the gallery’s paintings  are associated with other kinds of negative history. Caravaggio was a murderer"
865,much of the ground,is strewn with debris,0,0,0,"However , the same footage also shows that the plant","However, the same footage also shows that the plant has suffered devastating attacks from the Russians, many of those buildings have been destroyed by artillery and airstrikes, and much of the ground is strewn with debris.

Read the full story👇"
866,The chief executive of Vodafone,was left blindsided after a Gulf company,Gulf,0,0,The chief executive of Vodafone was left blindsided after a,📱 The chief executive of Vodafone was left blindsided after a Gulf company run by his former colleague swooped on the British telecoms giant to become its biggest shareholder
867,0,0,0,0,0,the upcoming film - is among the star - studded,"Billie Eilish - who sings the Bond theme song for the upcoming film - is among the star-studded crowd. 

🔎Read more: 

📸David M. Benett/Getty Images"
868,0,0,0,0,farms,"of nearby homes , as a Government planning shake -","💨 Wind farms knock £44,000 off the price of nearby homes, as a Government planning shake-up means hundreds of sites are poised to go ahead"
869,The Duke of York ’s deposition,could be made public even if he,0,0,he,"made public even if he settles out of court ,","🚨The Duke of York’s deposition could be made public even if he settles out of court, raising the prospect that he will try to make a financial deal with his accuser first"
870,Brussels,could shelve its plans,0,0,Brussels,of economic sanctions against Moscow .,🔴 Brussels could shelve its plans for an embargo on Russia oil imports amid mounting tensions over the bloc’s attempts to roll out a sixth package of economic sanctions against Moscow
871,The Duchess of Sussex,addressed her estranged father,0,0,it,Sussex deliberately addressed her estranged father as Daddy in a,"🔴 The Duchess of Sussex deliberately addressed her estranged father as  Daddy  in a handwritten letter, believing it would  pull at the heartstrings  in the event it was leaked, the Court of Appeal has heard"
872,"Brackley , in Northamptonshire ,",has become a hotspot,0,Christmas,"Brackley , in Northamptonshire ,","the omicron Covid variant , forcing events to be cancelled","⚠️Brackley, in Northamptonshire, has become a hotspot for the omicron Covid variant, forcing events to be cancelled and damaging Christmas trade.

The town has moved into a self-imposed lockdown.

Thread 🧵👇"
873,Ben Riley - Smith,looks at how Boris,0,June,Boris,"our political editor , Ben Riley - Smith looks at","Conceived in June with just 10 people knowing about it, our political editor, Ben Riley-Smith looks at how Boris pulled off what could be the deal of the century"
874,0,0,0,0,A bestselling author,"A bestselling author has criticised modern childrens literature , blaming","A bestselling author has criticised modern childrens literature, blaming TikTok for popular books having  no real depth ."
875,NEW,"resolve critical CO2 shortage , says minister Follow all the latest updates",0,0,to,"resolve critical CO2 shortage imminent , says minister Follow all","🔴NEW: Deal to resolve critical CO2 shortage imminent, says minister

Follow all the latest updates on our politics liveblog here 👇"
876,0,0,0,0,0,0,🏇
877,tree suppliers,are supplanting their British rivals,Northern,Christmas,because of Brexit and the Irish Sea border .,their British rivals exporting to Northern Ireland this festive season,🎄 EU Christmas tree suppliers are supplanting their British rivals exporting to Northern Ireland this festive season because of Brexit and the Irish Sea border
878,Belarus,will meet Ukrainian negotiators,0,0,it,A Russian delegation has departed for Belarus where it will,🔴A Russian delegation has departed for Belarus where it will meet Ukrainian negotiators for the third round of talks about ending hostilities
879,I,feel so happy,0,0,because I now feel that I ’m in charge of my happiness .,so happy and content is because I now feel that,🗣️ Why I feel so happy and content is because I now feel that I’m in charge of my happiness. I’m less dependent on things around me going a certain way for me to be happy. I can be the architect of my own happiness by applying these principles
880,five minutes up the road,is the Bell Inn – Nottingham ’s,0,0,0,"’s Oldest Inn , if you believe the frontage .","📌But five minutes up the road is the Bell Inn –  Nottingham’s Oldest Inn , if you believe the frontage.

And closer still is Ye Olde Salutation Inn ( the Sal ), which, you guessed it, makes the very same claim"
881,Putin,with his,0,0,0,his Belarusian counterpart Alexander Lukashenko .,📸Putin with his Belarusian counterpart Alexander Lukashenko
882,people,will be allowed to grow the medical grade plant,0,June 9,0,the medical grade plant after notifying their local government .,"🟢From June 9, people will be allowed to grow the medical grade plant after notifying their local government"
883,0,0,0,0,there,"and commercial business , especially with relevance to China .","🔴Competitiveness is at the centre of the Raffles world – there is a focus on maths, coding and commercial business, especially with relevance to China. 

Leadership skills are strongly emphasised, which might explain why several Singaporean prime ministers are alumni"
884,The ethical investment company,has ploughed millions,0,0,0,The ethical investment company backed by the Duke and Duchess,"💉The ethical investment company backed by the Duke and Duchess of Sussex has ploughed millions of pounds into pharmaceutical companies that develop Covid-19 jabs.

Despite previous calls from the couple for vaccine makers to share their secrets"
885,One of the City ’s elite magic circle law firms,has boosted the starting salary,0,0,One,’s elite magic circle law firms has boosted the starting,"💸 One of the City’s elite  magic circle  law firms has boosted the starting salary for its most junior solicitors to £125k, escalating a war for talent with aggressive American rivals"
886,NEW,consider plan C,0,0,0,"more challenging , warns expert as ministers consider plan C","🔴 NEW: Omicron will become more challenging, warns expert as ministers consider plan C 

Follow the latest news on our coronavirus live blog 👇"
887,man,has claimed,0,0,first omicron victim,a teetotal man in his early 70s who refused to,"➡️ The UKs first omicron victim was a teetotal man in his early 70s who refused to get vaccinated, his stepson has claimed"
888,0,0,Crimea,0,0,🗣️ Russian forces would create a land bridge to Crimea,"🗣️Russian forces would create a land bridge to Crimea and could push as far as the border of Moldova, said Major General Rustam Minnekayev, the deputy commander of the Russian central military district"
889,Ukrainian soldiers,have resisted their attacks,0,0,Russian forces,🔴 Russian forces have launched a huge bombardment and infantry,🔴 Russian forces have launched a huge bombardment and infantry assault against the Mariupol steelworks in which Ukrainian soldiers have resisted their attacks for weeks
890,Boris Johnson,is defending the handling,0,0,Johnson,0,"🔴 Boris Johnson is defending the handling of Afghanistan crisis to MPs

Follow updates live ⤵️"
891,0,0,0,0,"The All Blacks ’ famous haka , Ka Mate ,","’ famous haka , Ka Mate , has been granted","🏉 The All Blacks’ famous haka, Ka Mate, has been granted surprise protections in the UKs new free trade deal with New Zealand"
892,Joe Root,blamed Englands bowling attack,0,0,the tourists,the tourists Ashes hopes were all but snuffed out by,"🏏 Joe Root blamed Englands bowling attack of James Anderson, Stuart Broad and Chris Woakes after the tourists Ashes hopes were all but snuffed out by a 275-run defeat in the second Test"
893,you,stay at home,0,0,0,"of daily life : getting properly dressed , gossiping with","Returning to the office has brought back a number of half-forgotten features of daily life: getting properly dressed, gossiping with colleagues in the coffee queue – and succumbing to coughs and colds. 

When should you stay at home?"
894,Presenter ’s appearance on Saturday ’s show,hangs in the balance after she,0,Saturday,she,she suffers ligament damage,Presenter’s appearance on Saturday’s show hangs in the balance after she suffers ligament damage
895,The coronavirus vaccine programme,"is managing just 200,000 shots",0,0,0,the urgent need for boosters .,"💉 The coronavirus vaccine programme is managing just 200,000 shots per day, despite the urgent need for boosters."
896,0,0,0,0,0,- sized shark sculpture lodged in the roof of an,🦈 A life-sized shark sculpture lodged in the roof of an Oxford house as a protest has been given special heritage status – despite the owner arguing against listing it
897,Queen,will find out new things,0,0,Even the most loyal of her citizens,"Our unique collection of 70 stories features portraits , videos","👑Our unique collection of 70 stories features portraits, videos, poems and letters to celebrate The Queen’s incredible Platinum Jubilee

Even the most loyal of her citizens will find out new things

📸Royal Collection Trust /©Her Majesty Queen Elizabeth II

Take a look 👇"
898,people cant,see the GP,0,0,Its,battle,"💊 When people cant see the GP, they take it out on us – Ive been robbed and threatened with a knife. Its been battle after battle.

Pharmacists on the abuse they face👇"
899,0,0,0,last week,0,avoid punitive new taxes on strong drinks in last week,"🔴 Communion wine could be weakened to avoid punitive new taxes on strong drinks in last week’s Budget, industry bosses have suggested"
900,hours a person,should sleep,0,0,0,how many hours a person should sleep .,"☁️There is received wisdom about how many hours a person  should  sleep. 

Until this latest study, the oft-quoted  magic number  was eight hours"
901,The family of a British woman missing in the Caribbean,have issued a moving birthday appeal,Caribbean,0,0,a British woman missing in the Caribbean have issued a,"The family of a British woman missing in the Caribbean have issued a moving birthday appeal, urging police to do more to solve the mystery of her disappearance"
902,The Rev Michelle Bailey,bit her partner,0,0,she,"so hard she thought flesh would come off ’ ,","The Rev Michelle Bailey bit her partner so hard she thought flesh would come off’, but court finds that she acted in self-defence"
903,Boris Johnson,will host a press conference,0,6 pm,he,out new coronavirus restrictions .,"🔴Boris Johnson will host a press conference in Downing Street at 6pm in which he is expected to set out new coronavirus restrictions. 

The Government is considering moving to Plan B in the face of rising omicron infections

Follow live updates"
904,0,0,0,0,"Pyotr Tolstoy , a Russian politician ,","a Russian politician , praised the war in Ukraine and","🔴Pyotr Tolstoy, a Russian politician, praised the war in Ukraine and repeated calls for de-Nazification"
905,the monarch,has been such a stalwart,0,next month,it,is hardly surprising that concessions are having to be made,"👑While it is hardly surprising that concessions are having to be made for someone turning 96 next month, the monarch has been such a stalwart of public life that it is hard to imagine Royal occasions without her.

Thread 🧵"
906,0,0,Mariupol,0,0,have reportedly been looted by Russian troops after an attempt,🚨Aid convoys trying to reach the besieged city of Mariupol have reportedly been looted by Russian troops after an attempt to evacuate citizens stuck in Mariupol was blocked at a checkpoint
907,Boris Johnson,is set to announce the lifting,0,Wednesday,Boris Johnson,a plot to oust him by Tory MPs,"🔴 NEW: Boris Johnson is set to announce the lifting of  Plan B  Covid restrictions on Wednesday as a plot to oust him by Tory MPs first elected in 2019 emerged

Read more from @benrileysmith, @LOS_Fisher and @HarryYorke1👇"
908,Bank,will be necessary over coming months,0,Christmas,it,could still face an increase in interest rates before Christmas,"📈Despite todays decision, households could still face an increase in interest rates before Christmas.

The Bank said that  it will be necessary over coming months to increase Bank Rate in order to return CPI inflation sustainably to the 2pc target"
909,The FA,has been accused of disrespecting women ’s,0,0,0,Iceland international Sara Bjork Gunnarsdottir over the choice of venues,⚽The FA has been accused of  disrespecting women’s football  by Iceland international Sara Bjork Gunnarsdottir over the choice of venues for this summer’s Women’s Euros
910,0,0,0,0,0,the medicinal cures listed in a newly unearthed 17th century,🐌 Snails boiled in beer and swallows crushed to a pulp are among some of the medicinal cures listed in a newly unearthed 17th century handbook
911,the initial symptoms,include : ❌ Fever,0,0,0,the initial symptoms include : ❌ Fever ❌ Headache ❌,"❓What are the symptoms?

The UKHSA says the initial symptoms include:
❌Fever
❌Headache
❌Muscle aches
❌Backache
❌Swollen lymph nodes
❌Chills 
❌Exhaustion"
912,The odd no show,could be down to keen people finding walk,0,the week,"because our patients simply could n’t be bothered , and found better things to do .",The odd no show could be down to keen people,"The odd no show could be down to keen people finding walk-in clinics earlier in the week. 

 But most likely it’s because our patients simply couldn’t be bothered, and found better things to do"
913,0,0,0,0,0,the largest institutions to officially adopt the white poppy for,"A university has become one of the largest institutions to officially adopt the white poppy for Remembrance Day, prompting concern among veterans who fear the devaluing of the traditional red poppy as a symbol of the fallen"
914,the wine waiter,opened the cellar doors,0,0,There,"the cellar doors that afternoon , his brow furrowed .","🗝️When the wine waiter opened the cellar doors that afternoon, his brow furrowed. 

An empty rack right inside the entrance, and another two beside it. There would be an innocent explanation, he told himself"
915,This terrible tragedy,has had a shocking impact,Solihull,0,This terrible tragedy,This terrible tragedy has had a shocking impact on Arthur,💬A Solihull council spokesman said:  This terrible tragedy has had a shocking impact on Arthur’s family and across the whole community. We send our heartfelt condolences to everyone affected
916,week,announced that Channel 4,0,This week,there,the next general election .,"📢 This week, Government announced that Channel 4 is set to be privatised before the next general election.

However, there is a possibility that the move could backfire 👇"
917,🇬🇧 People across the country,are putting up their decorations,0,0,0,revealed ahead of the four - day celebration .,🇬🇧 People across the country are putting up their decorations and displays are set to be revealed ahead of the four-day celebration
918,Albania ’s prime minister,"has denied that his country , saying he",0,0,Albania,’s prime minister has denied that his country will take,"🇦🇱 Albania’s prime minister has denied that his country will take Channel migrants, saying he will  never receive refugees for richer countries"
919,I,think I,0,0,I,"an irresistible lure to the limelight , which I ca","🗣️ I think I have an irresistible lure to the limelight, which I can’t deny. I like being the centre of attention – good, bad or ugly  

Read the full interview with Piers Morgan 👇"
920,0,0,0,0,Historians,revealed hidden WW1 tunnels and bunker .,"❄️A melting Alpine glacier has revealed hidden WW1 tunnels and bunker.
 
Historians delight in trove of lost artefacts - but have huge concern about the impact of climate change on the Alps’ 4,000 glaciers"
921,The disclosure,is likely to raise further questions,0,0,0,is likely to raise further questions about Number 10s role,"The disclosure is likely to raise further questions about Number 10s role in the operation to rescue UK and Afghan nations under threat from the Taliban.

🔓 This article is currently free to read 👇"
922,A devout Christian,has admitted to stabbing his former teacher,0,0,she,A devout Christian has admitted to stabbing his former teacher,"🔴 A devout Christian has admitted to stabbing his former teacher more than 100 times after carrying a 30 year grudge over how she humiliated him in class, according to Belgian prosecutors"
923,The Bank,"is forecasting that unemployment , its highest , suggesting more than 450,000 extra people",0,0,The Bank,"its highest since 2015 , suggesting more than 450,000 extra","The Bank is forecasting that unemployment will climb from its current rate of 3.8pc to 5.5pc in coming years, its highest since 2015, suggesting more than 450,000 extra people will find themselves out of work"
924,the Health Secretary,has said,0,0,0,🏥 Nearly half the NHS budget is being spent on,"🏥Nearly half the NHS budget is being spent on diseases that could have been prevented, the Health Secretary has said"
925,I,joined people on the streets of central Moscow,0,this week,I,of central Moscow this week to demonstrate against the invasion,"🗣️  As I joined people on the streets of central Moscow this week to demonstrate against the invasion of Ukraine, the anger, frustration and disbelief was palpable,  writes an anonymous Russian citizen"
926,0,0,0,0,0,"However , family lawyers claim that the reason for thousands","However, family lawyers claim that the reason for thousands fewer couples divorcing between 2019 and 2020 is due to the pandemic and the practicalities of juggling family responsibilities during lockdown"
927,0,0,0,today,0,0,"NHS officials who accepted £70,000 in bribes to promote prescription drugs visited GP surgeries to  switch  patients’ medication, a court heard today"
