,who,text
9476,they,🏴󠁧󠁢󠁳󠁣󠁴󠁿 Scots have been refused jabs because they followed advice to bring forward their appointments
9477,Farage v Trump,Farage v Trump was never going to be Frost v Nixon. The former US President and the Ukip-leader-turned-GB News host are friends and their exclusive chat was bathed in an aura of pre-Christmas matey-ness
9478,The front page of tomorrows Daily Telegraph : Two more rounds of booster jabs,"The front page of tomorrows Daily Telegraph:

Two more rounds of booster jabs ordered



Sign up for the Front Page newsletter"
9479,Boris Johnson,❌ Boris Johnson has insisted  all guidance was followed completely  after he was accused of breaking lockdown rules by hosting a Downing Street Christmas party last year
9480,Jacob Rees - Mogg,❌ Jacob Rees-Mogg is under investigation by the Standards Commissioner over allegations that he failed to properly declare £6 million in loans from one of his firms
9481,Older drivers,"🚗 Older drivers should be able to run red lights without getting points on their licence, a government-funded road safety report has recommended"
9482,it,"✍️ Living in a permanent state of emergency makes life easier for bureaucrats and zero-risk killjoys, but it soon leads to the ruin of a nation"
9483,Johnson,"Omicron is a major setback, but if it turns out to be manageable with the current vaccines, Johnson must promptly reverse all the restrictions imposed last week  | Writes @AllisterHeath 

🔓This article is currently free to read"
9484,0,Jewish teenagers celebrating Chanukah faced  anti-Semitic  harassment after a group of men performed Nazi salutes and chased their bus
9485,My,"My parents recently told me they are giving the family home to my feckless brother, who keeps finding new reasons to take money from them"
9486,People in Wolverhampton,"🔴 People in Wolverhampton will be given free cinema tickets, shopping vouchers, and theme park entry if they boost their exercise levels and improve their diet, under a government scheme that could be rolled out nationally"
9487,0,⚡️ Why is Adele playing Las Vegas? Because it’ll be easy on her
9488,Adele,"It is well known that Adele has found touring difficult in the past.

 Now she can fly in on a private jet, get put up in a penthouse, wander downstairs to play her shows and be back home before midnight to see her nine-year-old son Angelo 

Read more 👇"
9489,0,"Most musicians genuinely love to play music, even if many tend not to be not so fond of the rigours of touring. 

🗣️Elton John previously said it  can be soul destroying, being out on the road all the time can lead to hardships in relationships"
9490,Neil,"🎵 The truth is that live shows are where the real money is made in today’s music economy,  Neil writes.

 ...performing in a physical space where fans have to actually turn up and spend hard-earned cash to hear you"
9491,The most curious thing about Adele ’s Vegas residency,"⭐️ The most curious thing about Adele’s Vegas residency is that she is currently the biggest star in the world, at the very height of her powers, promoting a global smash hit album.

 She could play anywhere...so why head to a small theatre in the Nevada desert?"
9492,Vegas,"If you want to see Adele up close and personal, then Vegas is the only place to go. 

Shell be playing at the Colosseum at Caesars Palace Hotel to a mere 4,100 people a night.

➡️Meanwhile, shes sold out 130,000 tickets for her London homecoming shows at BST Hyde Park in July"
9493,Adele,"It is true that Adele writes her own songs and invests them with a raw confessional intensity rooted in a sensitive singer-songwriter genre that might seem far removed from the superficial glitz and neon of Las Vegas.

✍️ But times change, and Vegas has had to adapt"
9494,Vegas,"🗣️ Vegas is where you go to die, isnt it? Its the elephants graveyard.  Mick Jagger has said.

 I couldn’t bear to end up as an Elvis Presley and sing in Las Vegas with all those housewives and old ladies coming in with their handbags,  he sneered.  It’s really sick"
9495,Adele,"🎤Why is Adele playing Las Vegas? Some might say it is where she belongs, but not the rock old guard, writes @neil_mccormick 

 Thats something Ive been trying to avoid my whole life,  Paul McCartney said last year.

Thread 🧵👇"
9496,0,🏴󠁧󠁢󠁳󠁣󠁴󠁿 SNP ministers have been accused of trying to  abdicate responsibility  for the devastation caused by Storm Arwen
9497,the head of the alliance,"🗣️ Russia has  no right  to demand Ukraine be permanently excluded from Nato, the head of the alliance has said"
9498,French bulldogs,🐶 French bulldogs will be penalised at dog shows if they display the exaggerated flat features which put their health at risk
9499,0,📉The number of homeless people dying has fallen for the first time in seven years because of the accommodation scheme during the pandemic
9500,The dam,"The dam will break across the world rapidly if omicron proves to be as mild as it looks and wins the transmission contest against delta,  writes Ambrose Evans-Pritchard.

 The urge for normality will overcome all else"
9501,The Science Museum,🔴 The Science Museum is set to alter its Boy or Girl? display following complaints over a  lack of mention of transgender
9502,0,📱 Fraud police have warned about a new text scam whereby conmen pose as the children of victims to dupe them out of thousands of pounds
9503,0,⚡️ The lives changed by meeting the real Duke of Edinburgh
9504,Jean Simpson,"💬Jean Simpson was surprised by his wit but also by his being  so interested in us, in anybody – he had the personal touch,  she says.

Read the full story 👇"
9505,Jean Simpson,"🏆Jean Simpson completed the DofE through the Guides in 1970.

 I remember it vividly,  Simpson says of the day she collected her award.  He asked me if I worked and I said, No, I’m in college.’ 

 He said: Is that not work?’ And I’ve never forgotten"
9506,Oyelade,"Oyelade met the Duke in 2015 when he was invited to Frogmore House to give a speech to DofE donors.

🗣️ In order to stand up and give my speech comfortably, I needed my crutches. So I looked around for them and they weren’t there,  he says"
9507,Raphael Oyelade,"Raphael Oyelade had polio as a child and from the age of 12 has used crutches for walking.

🥇At 17, he decided to skip the Bronze and Silver awards and dived straight into the Gold qualification"
9508,mum,"💬 When my mum – who had completed the award 20 years previously – was talking, he was focused on her,  Barton says.

 I firmly believe in this award,  she says.  It really does help you grow as a person"
9509,the Duke,"🗣️ When [the Duke] talked to me, he was genuinely interested in what I had to say,  says Rachel Barton, who received her Gold Award in 2000.

 It wasn’t like this was a process for him that he had to hurry through – there was no rush for him"
9510,The Duke of Edinburgh Award,"🏆The Duke of Edinburgh Award was founded 65 years ago and now operates in over 130 countries around the world.

Former participants recall the day they met the Duke of Edinburgh and the profound impact the award scheme had on their lives

Thread🧵👇"
9511,An intruder to the Houses of Parliament,🔴An intruder to the Houses of Parliament has been arrested after breaking in at the same entrance as the terrorist who killed PC Keith Palmer
9512,the Director of Public Prosecutions,"❌ Public galleries should be cleared when victims are giving evidence in rape trials in a bid to improve conviction rates, the Director of Public Prosecutions has suggested"
9513,Sondheim,Sondheim could make you laugh out loud while sticking a knife in your heart  | Writes @AllisonPearson
9514,Netflix ’s Red Notice,"Listen to this evenings Two-Minute Briefing from @TheChrisPrice

🇬🇧 How Covid restrictions are moving Britain away from traditions of liberty

📺GB News &amp; Trump join forces on comeback trail

🎬Netflix’s Red Notice turns the event movie’ into non-event"
9515,0,"💷 Local shops will become  cash machines  under a new scheme, following an alarming decline in access to physical money particularly for rural areas"
9516,the churls in charge,🎄  LED lights use only 10 percent  of the power of a conventional string of incandescent Christmas lights yet the churls in charge seem determined to clamp down on all expression of good cheer
9517,0,🚨 A new test to pick up the omicron variant without needing to send it for full sequencing is being developed by health officials
9518,The most curious thing about Adele ’s Vegas residency,"The most curious thing about Adele’s Vegas residency is that she is currently the biggest star in the world, at the very height of her powers, promoting a global smash hit album,  writes @neil_mccormick

 She could play anywhere"
9519,0,"🍷 Banish thoughts of oversweet mulled wine concoctions created for Christmas parties.

Make this recipe or try one of the good ready-made bottles👇"
9520,EU,"Heres your evening briefing by @TheChrisPrice

💉EU must consider mandatory vaccines, says von der Leyen

🗣️Macron dismisses Johnson as a clown

🎾How retiring Konta rejuvenated British womens tennis"
9521,0,🎭  Pantomimes play a fundamental economic role in the survival of regional playhouses and their local economies
9522,0,🇹🇷 Turkey’s central bank has intervened to support the lira for the first time in seven years after weeks of sharp falls
9523,Israel,💉 Israel has said that early research suggests two to three doses of a Covid vaccine are effective against the new omicron variant which has alarmed scientists worldwide
9524,I,"I object to masks not because my reading glasses steam up or my breathing is impaired but because they are dehumanising devices that should be obligatory only in extremis,  writes @PhilJTelegraph. 

Read more"
9525,I,"I never thought of myself as being a singer, to be honest with you, until it actually happened,  says Liz Mitchell"
9526,Emmanuel Macron,🇫🇷 Emmanuel Macron dismissed Boris Johnson as a  clown  who privately admitted he had to cater to  public opinion  by creating phoney wars against the French to mask the supposedly negative effects of Brexit
9527,0,"Like the economy and society at large, stock markets have learnt to live with Covid  | Writes @JeremyWarnerUK"
9528,"the first TV debate against Joe Biden , his former chief of staff","🔴 Former president Donald Trump tested positive for Covid-19 three days before the first TV debate against Joe Biden, his former chief of staff has claimed in a new book

Read more"
9529,Brussels,🔴 Brussels is set to drastically increase the amount of time member states can detain asylum-seekers amid the border crisis with Belarus
9530,One of the main entrances to the Palace of Westminster,🔴NEW: One of the main entrances to the Palace of Westminster has been sealed off after a man broke into the parliamentary estate
9531,0,🔴 Families of people killed in the 9/11 attacks are asking for billions from Afghanistans seized foreign reserves as damages to settle a court case against the Taliban
9532,the latest confusing messages around the arrival of the omicron variant,"Humans need certainty, which is why the latest confusing messages around the arrival of the omicron variant are taking a toll on our mental health"
9533,Marta Ortega,"🛍️ Come April, Marta Ortega will become the most powerful woman in fashion youve never heard of, when she assumes the role of chairman of Inditex"
9534,The European Union,"🔴 The European Union must consider mandatory vaccination to tackle the spread of the  highly contagious  omicron variant, Ursula von der Leyen has said"
9535,people,🇩🇪 Plans for vaccine passports to expire six months after people receive their second jabs are threatening to throw Germany into chaos
9536,modern houses,🐦 Swifts have been added to a list of endangered birds because modern houses don’t have nooks and crannies for them to nest in
9537,0,"🐷 Pigs could be genetically edited to not have tails under governments plans, scientists have warned"
9538,0,"Discovering a mummy is always a moment to behold, but the one unearthed by archeologists working on a site in the outskirts of the Peruvian capital Lima came with a surprise  - it was bound by rope suggesting perhaps a grisly end. 

Read more"
9539,negative test for all non-EU arrivals including Britain,"🔴NEW: France to require negative test for all non-EU arrivals including Britain

Read all the latest updates on our coronavirus liveblog here 👇"
9540,the second jab,"💉 NEW: Plans for vaccine passports to expire six months after the second jab threaten to throw Germany into chaos, as the incoming chancellor plans to treat everyone who fails to get a booster as unvaccinated

Read more 👇"
9541,The BBC challenger,📺The BBC challenger is looking to leave its early shortcomings behind
9542,NEW,"🔴NEW: Germany in chaos as Scholz to declare only those who have booster are fully vaccinated

Read all the latest updates on our coronavirus liveblog here 👇"
9543,Microsoft shareholders,Microsoft shareholders have piled pressure on the company to increase transparency over its sexual harassment record
9544,The cause of the blast,"🔴The cause of the blast is thought to be an unexploded World War II  aerial bomb , according to a statement from German rail authority Deutsche Bahn"
9545,the BBC,"During Enid Blyton’s lifetime, the BBC refused to dramatise her stories on radio or television. 

This was less on moral grounds than artistic ones"
9546,thousands of people,"🩸 In the 70s and 80s thousands of people became some of the first AIDS sufferers when they were infected by a treatment designed to help them

In our award-winning podcast, Bed of Lies, they tell @cjmcgoogan their story

Listen this  👇"
9547,train station after World War II aerial bomb,🚨BREAKING: Three injured at Munich train station after World War II aerial bomb explodes
9548,0,"🔴NEW: Boris Johnson says no rules were broken at boozy parties last year

Read all the latest updates on our politics liveblog here 👇"
9549,0,"🍫From heart health to weight loss, this is why chocolate is healthier than you think 👇"
9550,The map of Europe,"🗺️ The map of Europe is dotted with cities that are all but strangers to the British public – but which, for all their non-existent profiles, can be wonderful choices for long weekends"
9551,"The all - star , mega-budget heist thriller","🎥The all-star, mega-budget heist thriller has somehow become one of the biggest blockbusters in recent memory – without anyone noticing. 

🔓This article is currently free to read"
9552,0,"Up to 740,000 potential cancer cases that should have been urgently referred by GPs have been  missed  since the first lockdown."
9553,"the first TV debate against Joe Biden , his former chief of staff","🔴 Former president Donald Trump tested positive for Covid-19 three days before the first TV debate against Joe Biden, his former chief of staff has claimed in a new book"
9554,the countrys national clinical director,"🎄 Scottish families should adopt an informal version of the SNP Governments vaccine passport scheme to decide who can attend Christmas dinner, the countrys national clinical director has said"
9555,0,Read more 👇
9556,Researchers,"Researchers are hopeful the xenobots could one day be programmed to move through arteries scraping away plaque, or swim through oceans removing toxic microplastic

🔬And now it is proven they can replicate, they could repair themselves if damaged or torn, scientists hope"
9557,the researchers,"💻 After discovering the bots could reproduce, the researchers went back to their computer to design a better shape for reproduction, eventually coming up with an organism resembling Pac-Man, the 1980s arcade game"
9558,"The process , known as kinematic replication ,","The process, known as kinematic replication, has been seen in molecular machines but never at higher levels of biology"
9559,the xenobots,"🧪Now scientists have shown that if the xenobots are placed in a petri dish with embryonic frog stem cells, the bots sweep the cells up into little round piles which morph together into new organisms and also begin to move"
9560,0,"🦠The microscopic animal-machine hybrids, dubbed  xenobots  were able to remain  alive  for weeks powered by their embryonic energy stores"
9561,organisms,"🔬In 2020, US researchers programmed a supercomputer to come up with blueprints for entirely new organisms using virtual skin and heart cells, which they then built in real life"
9562,The worlds,"🤖The worlds first living robots, designed by computer and built from stem cells, have started to reproduce in a breakthrough which could lead to self-replicating machines, scientists have said

Thread 👇🧵"
9563,Russia ’s foreign policy chief on Wednesday,Russia’s foreign policy chief on Wednesday described a surprise offer by the Belarusian dictator to host nuclear weapons as a  warning  to the West
9564,London,⚡️London rises up ranks of most expensive cities as Paris loses top spot
9565,Britains cost of living squeeze,"🔴Experts have predicted that Britains cost of living squeeze is set to worsen.

🔎Read the full report here 👇"
9566,social restrictions around the world,"Upasana Dutt of the EIU said social restrictions around the world have disrupted the supply of goods which has led to soaring prices.

She said:  Over the coming year, we expect to see the cost of living rise further in many cities 

📸Hannah McKay/Reuters"
9567,Paris,"🇫🇷Paris has slipped to joint second place with Singapore. 

Tel Aviv rose up the list due to the strength of the Israeli currency against the US dollar and increases in grocery and transport prices

📸Tobias Lindner"
9568,📈 Britains capital,"📈Britains capital has become more expensive as prices for household goods, personal care, recreation and transport increase, the organisation said. 

It makes London the 17th costliest city in the world"
9569,Israels capital Tel Aviv,"🇮🇱The Economist Intelligence Unit (EIU) said that Israels capital Tel Aviv has overtaken Paris to become the most expensive city in the world. 

🇬🇧London has ratcheted up the list to its highest point in at least five years

📸Gil Cohen-Magen/AFP"
9570,Paris,"🏙️London has risen up the ranks of most expensive cities as Paris loses its top spot.

💸Britains capital has become more expensive as prices for household goods, personal care, recreation and transport increase 

🧵👇"
9571,0,"🔴NEW: Vaccine passports have no impact on reducing infections, experts warn

Read all the latest updates on our coronavirus liveblog here 👇"
9572,0,Heres everything you need to know about the best Christmas light displays in Britain ⬇️
9573,opportunity,There is a difference between spotting an opportunity and taking advantage of it. Labour still needs to prove it really means business  | Writes @_BenWright_
9574,the one unearthed by archeologists working on a site in the outskirts of the Peruvian capital Lima,"Discovering a mummy is always a moment to behold, but the one unearthed by archeologists working on a site in the outskirts of the Peruvian capital Lima came with a surprise. 

📸Cris Bouroncle/AFP 

🔎Read more"
9575,0,Families will be forced to pay thousands more in stamp duty for buying a property with a  granny annexe  under new plans
9576,Johanna Konta,Johanna Konta has announced her retirement from professional tennis
9577,Anthony Broadwater,"Anthony Broadwater wept in court last week as his conviction was overturned on the grounds of flawed evidence. 

🔓This article is currently free to read"
9578,Sage,"🔴NEW: Sage pushes for PCR tests pre-departure and on day 8 for returning travellers

Read all the latest updates on our coronavirus liveblog here 👇"
9579,awful Britain,"🔊  Simply recruit a crowd of die-hard Corbynistas – and pay them to march up and down the French coast every day with loudhailers, telling everyone in sight how awful Britain is  | Writes @MichaelPDeacon"
9580,Ghislaine Maxwell,"Ghislaine Maxwell will deserve whatever the US jury decides – but, from here, it looks like she is the fall gal for a lot of bad guys  | Writes @AllisonPearson"
9581,Former vice-president Mike Pence,"Former vice-president Mike Pence has expressed his confidence that the landmark Roe v Wade ruling will be struck down in the Supreme Court, potentially rolling reproductive rights back by 50 years"
9582,Scores,"Scores more Covid variants will come along in our lifetimes and they should not be a cause for panic, until proven otherwise  | Writes @AllisonPearson"
9583,Jeff Kowalsky / AFP,"Three students were killed and eight people injured when a 15-year-old pupil opened fire with a semi-automatic handgun at a high school near Detroit, Michigan, on Tuesday.

📸Jeff Kowalsky/AFP

🔎Read more"
9584,"Alice Sebold , author of the best - selling novel The Lovely Bones , on Tuesday","Alice Sebold, author of the best-selling novel  The Lovely Bones,  on Tuesday apologised to a black man who spent 16 years in prison for her 1981 rape"
9585,Health Secretary Sajid Javid,"Health Secretary Sajid Javid has said people dont need to change their Christmas plans in light of the Omicron variant, but advised lateral flow testing prior to attending.

🔎Read more"
9586,the full report,"🔴Three students were killed and eight people injured when a 15-year-old pupil opened fire with a semi-automatic handgun at a high school near Detroit, Michigan, on Tuesday.

Read the full report here"
9587,Emergency contraception,Emergency contraception is not just safe in and of itself. It’s not a  nice to have . It’s an essential medicine
9588,we,"How can we begin to counter the enemy we face, when we can barely find the words to describe it?  | Writes @Madz_Grant"
9589,American Express,"American Express risks  cutting off  vulnerable cardholders after it announced it would no longer accept cash payments, experts have warned"
9590,Tory MPs,"Tory MPs warned the self-isolation rules could lead to a new  pingdemic  that could result in healthy people being fined if they leave their homes. 

🔎Read the full report here 👇"
9591,The measure,"🔴The measure prompted a major revolt of 33 Tory MPs, including former Conservative cabinet ministers Greg Clark, Jeremy Wright and Esther McVey"
9592,people,🔴The regulations forcing people to isolate for 10 days if they come into contact with someone who has the omicron variant - even if they are fully vaccinated - will not expire until March 24
9593,Tory MPs,"🔴New Covid rules on self-isolation are set to last until March.

Tory MPs have warned Boris Johnson that restricting freedoms was a path  towards hell 

⬇️"
9594,I,"I felt very ashamed, disgusted, confused. I didn’t know if it was my fault"
9595,the 59 - year - old,"By all accounts, the 59-year-old appeared relaxed and up-beat when her long-awaited trial finally began on Monday"
9596,Prince Andrew,"🔎Wednesday morning UK news briefing from @DannyBoyle87: 

😷Covid rules until March

🔴Prince Andrew dragged into Maxwell trial  

🛍️The new golden girl at House of Zara"
9597,London,"London has climbed the rankings of the worlds most expensive cities to hit its highest point in years as Paris is knocked off the top spot.

🔓This article is currently free to read"
9598,A government green homes scheme,"A government green homes scheme was such a  slam-dunk fail  that it has damaged the publics confidence, a report has found"
9599,0,"💼Making a career change has never been so popular, with almost a million people moving from one job to another in the three months to September"
9600,a group of hackers,"Just a few months ago, a group of hackers did something small, almost innocuous"
9601,Maxwell ’s side,"Maxwell’s side was vastly outnumbered by Ghislaine’s accusers. 

They waited patiently in line with journalists and members of the public to get their chance to see the woman they claim facilitated their abuse. 

Read more"
9602,The Morphy Richards iron,"The Morphy Richards iron was handed down to Chris West by his grandmother, who bought it for 41 shillings eight decades ago"
9603,Prime Minister,Prime Minister scrambles to reassure the public that festive fun can still go ahead after health adviser sparks day of muddled messaging
9604,the suspects father,"Sheriff said the suspects father bought the gun on Friday, and investigators were still trying to determine a motive for the shooting."
9605,Jane,"Jane told the court that she was forced at age 14 to perform sex acts on Ghislaine Maxwell and Jeffrey Epstein.

 I felt very ashamed, disgusted, confused. I didn’t know if it was my fault."
9606,Tory MPs,"Covid rules on self-isolation have been enshrined in law until March, as Tory MPs warned Boris Johnson that restricting freedoms was a path  towards hell .

🔓 This article is currently free to read 👇"
9607,The Prince of Wales,"The Prince of Wales watched the country around him transform to a republic, beginning with a reception by its new President"
9608,The EU ’s ban on British sausages,"❌ The EU’s ban on British sausages must be overturned, UK officials will tell Brussels in talks over the Brexit trade deal"
9609,0,"⚠️ A RNLI lifeboat faced an attempted blockade by a group of protesters, allegedly including fishermen, angry about the rescue of migrants from the English Channel"
9610,health chiefs,"💉GPs will be given bonuses to take part in the booster rollout, health chiefs have announced, as they urge the public to volunteer to speed up the effort"
9611,Lorry drivers,"🚛 Lorry drivers face fines of £2,000 for every illegal migrant found in their vehicle, even if they have done full security checks, under tough new laws"
9612,Cancer test waiting lists in Scotland,🏴󠁧󠁢󠁳󠁣󠁴󠁿 Cancer test waiting lists in Scotland are getting even longer with a sharp rise in patients facing delays of at least six weeks
9613,0,"🗞️The front page of tomorrows Daily Telegraph:

New Covid restrictions to last until March next year



Sign up for the Front Page newsletter"
9614,Tory MPs,"🚨 New Covid rules on self-isolation have been enshrined in law until March, as Tory MPs warned Boris Johnson that restricting freedoms was a path  towards hell"
9615,the Reform UK candidate,"🗣️ The migrant crisis has become a key issue on the doorstep in the Old Bexley and Sidcup by-election campaign, the Reform UK candidate has said"
9616,Dr Jenny Harries,Some on the Conservative benches claimed Dr Jenny Harries had let slip a hidden agenda to  suppress freedom
9617,0,🔴 A shake-up of the Parole Board promised by Dominic Raab could see criminals forced to prove they are not a risk to the public in order to be released
9618,The chief of MI6,"⚠️ The chief of MI6 has warned Chinese  over-confidence  could lead to conflict, as he says tackling Beijing is his services priority"
9619,The weird and wonderful things Queen Elizabeth II,⚡️ The weird and wonderful things Queen Elizabeth II owns
9620,0,"Today, like some unwelcome rehash of a movie you didn’t like the first time round, is Mask Day 2. 

Read more"
9621,Queen Elizabeth,"👜 Queen Elizabeth is said to own hundreds of handbags with more than 200 alone being by luxury London designer Launer.

The average price tag for such an accessory is around £1,900

Read the full list 👇"
9622,The Queen,"🚘As of 2016, it was estimated that The Queen had a car collection worth £10 million, which included vintage Rolls-Royces and Jaguars.

She is also said to own twin Bentleys that have been built specifically for her"
9623,The Queen,"The Queen has owned more than 30 canines in her lifetime including corgis, black Labradors and cocker spaniels.

🐕 In March 2021, she was gifted two new corgi puppies who are now by the monarchs side alongside her corgi-dachshund cross called Candy"
9624,The Queen,"🦢The Queen owns all unmarked mute swans in open water in England and Wales – although she only exercises this right on certain stretches of the Thames and its surrounding tributaries.

Every July, a swan census is conducted in a process called  Swan Upping"
9625,"One of the worlds largest selections of art , the Royal Collection ,","🖼️One of the worlds largest selections of art, the Royal Collection, contains 150,000 items including Queen Victorias sketchbook, from 1861, and the Crown Jewels.

It belongs to the reigning monarch and it cannot be sold by the king or queen on the throne"
9626,Around a quarter of a million acres of rural land across the UK,"🌳Around a quarter of a million acres of rural land across the UK is owned by the Crown Estate. 

Most are leased for the purposes of agriculture and mineral extraction. But around 8 percent  of it is forested, meaning the Queen controls around 95 square miles of British woodland"
9627,The Crown Estate,"🛍️The Crown Estate owns almost the entire freehold to Regent Street.

Its central London portfolio also includes almost half of the buildings in St James, where it is currently investing £500 million.

It is Britains fourth-largest owner of directly owned shopping parks"
9628,Windsor,"👑Occupying 5 hectares, Windsor is the largest inhabited castle in the world, currently being home to around 150 people.

The castle is used regularly for ceremonial and state occasions and has been home to British monarchy for nearly 1,000 years"
9629,Sandringham House,"🏰Sandringham House is a private royal residence in Norfolk. It belongs personally to Queen Elizabeth, who inherited it from her father, King George VI, in 1952.

It first came under Royal ownership in 1862 and, currently, more than 200 people earn a living from the Estate"
9630,Queen Elizabeth II,"👑In March 2021, Queen Elizabeth II was said to have a net worth of £365 million, up £15 million from 2020.

From property to technology, we have compiled a list of everything the monarch owns

Thread 🧵👇"
9631,jet,"🔴The F-35 fighter jet which plunged into the sea has been found but its recovery will be cautious as Russians are likely watching, a top security adviser has revealed"
9632,Gillian Keegan,"🔴 Gillian Keegan refused to rule out countries on the continent being added to the red list, requiring travellers to quarantine in a hotel for 11 nights at a cost of up to £2,285"
9633,"Very much a hacker rather than a manager , Jack Dorsey","❌ Very much a  hacker  rather than a manager, Jack Dorsey frustrated his co-founders by clocking off at 6pm for hot yoga classes or fashion school"
9634,0,"🚨BREAKING: At least three people have been killed and six others wounded in a shooting at a high school in Oxford, Michigan"
9635,one,🎄 BBC One is taking festive repeats to new heights with a Christmas Day line-up identical to the one it presented last year
9636,New police recruits,"🚓 New police recruits are quitting, some within weeks, because they are too young and inexperienced to cope with the demands of the job"
9637,The Duke of Cambridge,The Duke of Cambridge is understood to be frustrated that the BBC is cooperating with Netflix to  commercialise  Martin Bashir’s Panorama interview with his late mother
9638,a Bank of England policymaker,"⚠️ Omicron is at risk of sparking a further rise in inflation if the new Covid variant keeps Britons indoors and closes factories overseas, a Bank of England policymaker has warned"
9639,providers,🇿🇦 GPs and other primary healthcare providers in South Africas commercial metropolis Johannesburg said they are experiencing a surge of Covid-19 cases linked to the new omicron variant
9640,their,Splitting out or selling off dirty fossil fuel assets as a way for natural resources giants to beef up their green credentials achieves little beyond making them someone else’s problem  | Writes @benjaminmarlow
9641,The Government,"💉  The Government has unveiled targets to offer all adults a booster shot by the end of January. 

 We are going to throw everything at it, to ensure that everyone eligible for that booster will be vaccinated within two months,  the Prime Minister said"
9642,My father,"My father died in February of pneumonia. So it was in his honour that we found ourselves, on our first fatherless Father’s Day, climbing a Welsh mountain"
9643,0,"Listen to this evenings Two-Minute Briefing from @TheChrisPrice:

🦠How a benign omicron variant may be the answer to our economic prayers

🔴Testimony of Epsteins former pilot in Ghislaine Maxwells trial

💅How Demi Moore has pushed beauty boundaries"
9644,She,"She is the woman presiding over the sex trafficking case of Ghislaine Maxwell - one of the most highly anticipated trials of the decade.

❓But who is US District Judge Alison Nathan?"
9645,0,"🎓 A university scheme designed to promote women in academia has been  destroyed  by the trans lobby, professors have claimed"
9646,Sir Richard Sutton ’s killer,"🔴Sir Richard Sutton’s killer was aggrieved when he was only given £10,000 to buy a car but his sisters got more expensive vehicles, a court heard yesterday"
9647,The family of renowned historian and journalist Patrick Seale,❌ The family of renowned historian and journalist Patrick Seale are locked in a High Court dispute over who should benefit from the late author’s wealth
9648,The Church of England,🎄 The Church of England is releasing its first Christmas single in a bid to connect the public with  the story at the heart of Christmas
9649,0,"So, suddenly everyone knows the Greek alphabet and exactly how worried to be about omicron,  writes @suzanne_moore. 

Read more"
9650,Emergency contraception,Emergency contraception is not just safe in and of itself. It’s not a nice to have. It’s an essential medicine
9651,Elon Musk,🚀 Elon Musk has warned staff at SpaceX that the company faces a  genuine risk of bankruptcy  if it cannot fix its rocket engines by next year
9652,Sajid Javid,"Heres your evening briefing by @TheChrisPrice

🗣️Do not cancel Christmas parties, says Boris Johnson

🔴First witness appears in Ghislaine Maxwell trial

💉Sajid Javid persuades reporter to get jab"
9653,: This magical picture - postcard scene of Wirksworth in rural Derbyshire,📸:This magical picture-postcard scene of Wirksworth in rural Derbyshire was captured by drone just after dark on Monday
9654,we,"🦠 Even if we do not manage to stop the spread of omicron, the previous variants give us hope that it will not be as deadly as feared, and vaccines will still work.

The latest analysis from @sarahknapton 👇"
9655,Nicola Sturgeon,"🏴󠁧󠁢󠁳󠁣󠁴󠁿 All nine cases of the omicron variant found so far in Scotland are linked to a  single private event , Nicola Sturgeon has disclosed"
9656,The BBC,"A new streaming platform raises awareness of crumbling churches, inspired by John Betjeman’s own churchcrawls’. The BBC should take note"
9657,GPs and pharmacies,"🗣️Amanda Pritchard said GPs and pharmacies will be offered £15 for every shot administered until the end of January, with a £5 bonus for those given on a Sunday and a £30 premium for shots delivered to the housebound"
9658,we,"Political liberalism is a hard idea to accept. It means putting up with a lot of stuff we think wrong – even bizarre.

 But every now and then it helps us to discover our own errors and move on"
9659,Johnson,"🔴Boris Johnson says he does not think working from home is necessary.

 Of course we will change things if necessary, but what were looking for is the first real reassurance that we need that the vaccines are efficacious against this new variant"
9660,I,"Bleary eyed, I began to calculate the logistics of beating the red list. I had just over 48 hours. The race was on"
9661,our,"The PM says:  In our fight against the delta variant we think its basically been going our way, or the way we planned.

 Although cases remain high or high-ish youre seeing a decline in the number of admissions to hospital and the number of deaths, and thats the crucial thing"
9662,0,"🗣️Boris Johnson says that the measures put in place will not last  a second longer  than is absolutely necessary, but more data is needed before decisions can be made"
9663,the UK,"Boris Johnson says the UK is dealing with two variants at the same time: delta and omicron. 

The latest tougher but  balanced  measures are to stop the rapid seeding of omicron across the country and to give the government time to better understand it, but will be kept in review"
9664,the NHS,"🔴Amanda Pritchard says the NHS are recruiting for 10,000 paid vaccinating roles and also volunteers as the vaccination rollout expands again.

 The NHS and the entire country is living with a once in a generation event"
9665,the programme,🗣️NHS England chief executive Amanda Pritchard says the NHS Covid vaccination programme was  already in its most complex stage  and staff are working at speed to respond to the  biggest change  in vaccine eligibility since the programme began
9666,we,"⚠️Sajid Javid warns there is a lot that we still dont know, but the UKs strategy is to  buy the time we need  to assess omicron while doing everything we can to strengthen our defences.

He says vaccinations are our  best chance  of a festive period with family and friends"
9667,Javid,"➡️Its more important than ever that  people step up and get protected , says Sajid Javid, stressing that boosters are a critical element to maintain a strong immune response.

He adds that the latest JCVI guidance means the UK can now  put the booster campaign on steroids"
9668,Boris Johnson,"💉Boris Johnson adds that there will be temporary vaccination centres  popping up like Christmas trees  

The military, pharmacies and GPs will be deployed in an attempt to hit the daily vaccination rate seen earlier this year.

 Lets not give this virus a second chance"
