,who,text
7730,0,US offers $10m bounty for Colonial Pipeline hackers
7731,0,How fresh is your food? Sensors could show you
7732,0,US mothers divided on vaccines for young children
7733,our,Cleo Smith parents say they're so thankful that our little girl is back within our arms after four-year-old's rescue in Western Australia
7734,We,"We don't need to prove anything

Abba's Benny and Bjorn on the group's new album Voyage 🎶"
7735,Ariana Grande and Cynthia Erivo,Ariana Grande and Cynthia Erivo to star in Wicked movie
7736,Kaisa Group,Fresh concerns raised about China's property sector as Kaisa Group becomes latest developer to miss a payment to investors
7737,0,"Emissions of rich put climate goals at risk, study says"
7738,0,Niger: At least 69 killed in gun attack
7739,"Shooting near Cancun , Mexico","Shooting near Cancun, Mexico leaves two dead, prosecutors say"
7740,0,Which countries are still cutting down trees?
7741,0,Irish government lays out Climate Action Plan aiming to reduce greenhouse gas emissions by 51 percent  by 2030
7742,0,Why haven't climate pledges for poorer countries been met?
7743,Gucci 's,Quiz of the week: Who joined Macaulay Culkin in Gucci's Love Parade?
7744,Indonesia,Indonesia criticises 'unfair' deal to end deforestation
7745,the poorest countries,What do the poorest countries want from COP26?
7746,Gay South African TV star Somizi Mhlongo,Gay South African TV star Somizi Mhlongo cancels Zimbabwe trip after churches complain
7747,0,Air pollution kills more than seven million people a year according to the Global Climate and Health Alliance
7748,Trump - Russia Steele dossier analyst,Trump-Russia Steele dossier analyst charged with lying to FBI
7749,0,Nearly all-white jury chosen in murder trial over shooting of black jogger Ahmaud Arbery
7750,0,What's the climate impact of private jets and why are there so many at COP26?
7751,Nintendo,Nintendo warns chip shortage will hit Switch sales
7752,the latest updates,Get the latest updates from the COP26 climate conference
7753,0,High-risk Covid gene more common in South Asians
7754,0,Game publisher EA says NFTs are part of the future of the industry
7755,0,Ecuador's President Guillermo Lasso says more than batons are needed to control jails
7756,Facebook,"Facebook fails to flag climate change denial, study finds"
7757,Tiger King 's Joe Exotic,Tiger King's Joe Exotic asks for release from jail after cancer diagnosis
7758,Dutch dismay as Russia,Dutch dismay as Russia expels correspondent Tom Vennink
7759,all the promises made at the COP26 climate conference,"If all the promises made at the COP26 climate conference are kept, global warming could be limited to 1.8C, says the International Energy Agency"
7760,Facebook 's metaverse plans,Facebook's metaverse plans labelled as dystopian and a bad idea
7761,0,Record German Covid cases as WHO warns of Europe deaths
7762,0,Hundreds join violence against women protest in Mexico
7763,0,"Today is 'energy day' at the COP26 climate conference 

Here's what you need to know about fossil fuels"
7764,0,"Disabled people are among those worst affected by emergencies, including climate crises - but why?"
7765,Man,Man arrested after body of woman found in Dublin
7766,The scariest thing about Halloween,The scariest thing about Halloween might be the waste it produces 👻😱🎃
7767,China and India,"The US, China and India are not joining some of the coal commitments from the COP26 climate conference"
7768,Cupcakes,Cupcakes recalled in US over metal fragment contamination fears
7769,COP26,What is the COP26 Glasgow climate conference and why is it important?
7770,0,Listen to the moment police rescued missing girl Cleo Smith
7771,0,"Can countries be forced to meet net zero targets? 

 on COP26 answered"
7772,0,Australian man charged over abduction of four-year-old Cleo Smith
7773,India,India cuts fuel taxes as prices hit record highs
7774,the COP26 climate change summit,"Since the COP26 climate change summit started, hundreds of protesters have taken to the streets"
7775,Ethiopia 's suffering,How to end Ethiopia's suffering after a year of war
7776,The dos and do n'ts of being good at recycling,Wishcycling: The dos and don'ts of being good at recycling
7777,0,How a medieval English law affects the US gun control debate
7778,Sharks,'Sharks are my best friends'
7779,Day of the dead women ' protest,'Day of the dead women' protest in Mexico City
7780,0,Cleo Smith: Attention turns to suspected abductor of Australian girl
7781,0,ICC to probe Venezuela over alleged crimes against humanity
7782,I,'I want to feel as safe as men on public transport'
7783,energy,What is hydrogen energy and why is it important?
7784,HPV vaccine,HPV vaccine cutting cervical cancer by nearly 90 percent
7785,0,Greeks fear megafires could be new normal for Med
7786,Biden,Biden rejects blame for shock Virginia election defeat
7787,Damon Galgut,Damon Galgut wins Booker Prize with 'tour de force' novel The Promise
7788,0,"Deadly US drone strike in Kabul did not break law, Pentagon says"
7789,America 's new history - making mayors,America's new history-making mayors
7790,judge,US judge in Prince Andrew sexual assault civil case says he is aiming to hold the trial in late 2022
7791,world leaders,"Did world leaders need to fly to COP26, and why were there so many private jets?

 looks at the data"
7792,0,2021: A year of wild weather
7793,Michelle Wu,Michelle Wu makes history as first Asian American woman elected as Boston mayor
7794,Shell,Oil giant Shell says it needs oil output to fund green shift
7795,0,British woman wins Australia 'backpacker tax' case
7796,India 's Covaxin Covid vaccine,WHO approves India's Covaxin Covid vaccine for emergency use
7797,Israeli company behind controversial Pegasus spyware,Israeli company behind controversial Pegasus spyware added to US trade blacklist
7798,police in Australia,How police in Australia found missing four-year-old Cleo Smith
7799,Facebook,Facebook deletes Ethiopia PM's post urging citizens to 'bury' rebel group
7800,Database firm Clearview AI,Database firm Clearview AI told to remove photos taken in Australia
7801,Britney Spears,Britney Spears blames mum for 'ruining my life' with conservatorship
7802,0,Twitch streamer loses work because of her Squid Game name
7803,Nigeria 's Ikoyi building collapse,Nigeria's Ikoyi building collapse: Anger and frustration grows
7804,Chinese tennis star Peng Shuai,Chinese tennis star Peng Shuai accuses retired Communist official of sexual assault
7805,0,"Three days into the COP26 climate change summit and the mood is quietly optimistic, writes BBC environment analyst @RHarrabin"
7806,0,The brain sensor discovery behind humans getting taller
7807,We,"'We know we need to do more' to tackle climate change, New Zealand Prime Minister Jacinda Ardern says"
7808,"The moment four - year - old Cleo Smith , who had been missing for 18 days ,","The moment four-year-old Cleo Smith, who had been missing for 18 days, was found by police"
7809,0,Conservationists welcome Ecuador's announcement to expand marine reserve around Galapagos islands
7810,some Christmas shoppers,"If you haven't bought all your devices yet, you might be disappointed

Chip shortage means some Christmas shoppers may not get presents they want, Arm boss warns"
7811,Glenn Youngkin,"Glenn Youngkin wins Virginia governor election

The BBC's North America reporter @awzurcher on the key takeaways from a bad night for President Biden"
7812,France,France criticises saved hostage who went back to Mali
7813,Developing countries,Developing countries have historically contributed very little to climate change but they far are more vulnerable to its effects
7814,Auschwitz tattoo stamp auction,Auschwitz tattoo stamp auction suspended by Israeli court
7815,Countries,"Countries are setting out plans to cut greenhouse gas emissions at the COP26 climate change summit in Glasgow

They hope to achieve net zero by 2050 - but what does that mean and how are countries around the world doing?"
7816,police in Australia,How police in Australia found the missing four-year-old Cleo Smith
7817,0,There are calls at the COP26 climate conference for richer countries to do more to fund the fight against climate change
7818,Alec Baldwin shares,Alec Baldwin shares post defending Rust film set safety
7819,0,Moment 4-year-old found alive weeks after vanishing
7820,we,"Speaking at the COP26 climate conference, the UK chancellor says we must direct the world's wealth to protect our planet"
7821,0,Report says war crimes may have been committed during Ethiopia's Tigray conflict
7822,The COP26 climate conference,"The COP26 climate conference will focus on money today with finance ministers addressing the summit

Follow our live page for updates through the day"
7823,The moment four - year - old Cleo Smith who had been missing for 18 days,The moment four-year-old Cleo Smith who had been missing for 18 days was found by police
7824,the children,"The bouncy castle that removes carbon emissions from the air

The more the children bounce, the more carbon is removed"
7825,UK firms,UK firms forced to plan for low-carbon future
7826,Four - year - old Cleo Smith,Four-year-old Cleo Smith found alive more than two weeks after vanishing from an Australian campsite
7827,China school,China school locks down children after one Covid case
7828,Hubble telescope successor,Hubble telescope successor faces 'two weeks of terror'
7829,Company culture,CEO Secrets: 'Company culture shouldn't be too nice'
7830,0,Border closures threaten Hong Kong's financial hub status
7831,Minneapolis,Minneapolis rejects move to replace police department
7832,NFL star Henry Ruggs III,NFL star Henry Ruggs III faces charges over fatal drink-driving crash
7833,this bouncy castle,How this bouncy castle is good for the environment
7834,the Rock and Roll Hall of Fame,"Who entered the Rock  and  Roll Hall of Fame this week? 

Take our timed quiz - 10 questions with 10 seconds to answer each"
7835,0,Bosnian leader stokes fears of Balkan breakup
7836,Indian fans,T20 World Cup: When Indian fans are jailed for celebrating Pakistan's win
7837,dead after seven - storey fall at Abba tribute concert,Two dead after seven-storey fall at Abba tribute concert
7838,Kyle Rittenhouse trial,Kyle Rittenhouse trial: When can you shoot as self-defence?
7839,0,My day at COP26: 'What it's like to fight for my country's survival'
7840,Johnson,UK PM Boris Johnson says there is a long way to go in the fight to curb climate change - but he is cautiously optimistic
7841,A cheeky parrot in the Amazon,"Bird’s eye view 🦜

A cheeky parrot in the Amazon played peekaboo with a traffic camera"
7842,Greta Thunberg,Is Greta Thunberg right about the UK's carbon emissions?  takes a look at the data
7843,UN Secretary General Antonio Guterres,"Very difficult to secure climate goals at the COP26 climate summit, says UN Secretary General Antonio Guterres"
7844,0,Polish abortion law protests over woman's hospital death
7845,our,"If our house is devoured by tidal surges, then where will we go?

Like many of the five million in Bangladesh's district of Satkhira, farmer Bilal may have to leave his village"
7846,Netflix,Netflix launches first games on smartphones
7847,many,"While environmentalists see protection of the Amazon as vital, many of those making a living in it say they depend on the forest and its resources for their own survival"
7848,Ex-Fifa president Blatter and ex-Uefa boss Platini,Ex-Fifa president Blatter and ex-Uefa boss Platini charged with fraud
7849,"Lebanon 's economic crisis forces country 's oldest English - language newspaper , The Daily Star","Lebanon's economic crisis forces country's oldest English-language newspaper, The Daily Star, to close"
7850,World leaders,"World leaders have pledged to cut methane emissions by 30 percent  by 2030

Why are they focusing on methane?"
7851,0,Residents urged to defend Ethiopia's capital amid fears that rebels could advance on the city
7852,0,Leaders agree global plan to boost green technology at COP26 climate summit
7853,Amazon founder Jeff Bezos,Amazon founder Jeff Bezos pledges $2bn for African land restoration at the COP26 climate conference
7854,0,"China's climate negotiator, Xie Zhenhua, says focusing on a 1.5C temperature limit would mean destroying consensus"
7855,0,President Biden says methane reduction pledge will make 'huge difference'
7856,Facebook,"Facebook is mainly barbecues and bar mitzvahs 

Sir Nick Clegg, Meta's head of global affairs, defends company formerly known as Facebook at Web Summit"
7857,Many countries,"Many countries have promised to protect at least 30 percent  of their lands and ocean by 2030, but Colombia is going a step further"
7858,Yahoo,Yahoo pulls out of China over 'challenging' business conditions
7859,US and EU,US and EU announce global partnership to cut emissions of the greenhouse gas methane by 2030
7860,Amazon founder Jeff Bezos,Amazon founder Jeff Bezos pledges $2bn for restoring nature
7861,China,China urges families to store basic supplies in case of emergency
7862,Global leaders,"Global leaders are signing up to a methane pledge

What does that mean for the world?"
7863,0,Why Syrians face deportation from Turkey over banana jokes
7864,your,"Should there be limits on meat eating to help tackle climate change?

 answers your questions"
7865,Tesla,Tesla opens its chargers to other electric cars
7866,Amazon parrot,Amazon parrot plays peekaboo with CCTV traffic camera
7867,the Oromo Liberation Army,"On the ground with Ethiopian fighters, the Oromo Liberation Army"
7868,0,Despite promises made at the COP26 climate conference some still fear for the future of forests in Borneo and Sumatra
7869,today 's,"Deals on cutting methane emissions, stopping the felling of forests, and delivering clean technology

What to look out for at today's COP26 climate conference"
7870,the US,"President Biden, speaking at the COP26 climate conference, says the US will support forested nations and developing countries"
7871,UK PM Boris Johnson,UK PM Boris Johnson confirms deforestation deal and jokes path to guilt-free chocolate
7872,US,US to stop methane leaks from oil and gas wells
7873,Explosions and gunfire,Explosions and gunfire heard at Kabul military hospital
7874,World leaders at the COP26 climate conference,World leaders at the COP26 climate conference will promise to end and reverse deforestation by 2030 but in Brazil deforestation is rising
7875,UK apologies,UK apologies to Israeli minister for wheelchair access problems at COP26 climate summit
7876,0,Behind the scenes at the COP26 climate summit
7877,Boris Johnson,"Will COP26 be a climate turning point as Boris Johnson wants, or more blah blah blah of the kind Greta Thunberg condemns?

@DavidShukmanBBC looks at how the COP26 climate conference could help save the planet"
7878,More than 100 world leaders,More than 100 world leaders vow to stop cutting down trees by 2030
7879,Verry Elleegant,Verry Elleegant wins Australia's famous Melbourne Cup horse race
7880,0,Squid Game crypto token collapses in apparent scam
7881,Nicaragua,Nicaragua accused of running internet troll farm
7882,The BBC 's Orla Guerin,"Should we save or exploit the vanishing Amazon?

The BBC's Orla Guerin meets four Amazon-dwellers with differing views on the rainforest's protection"
7883,0,Australian PM rejects 'slurs' from France amid row
7884,We,Indigenous climate activist tells delegates We have no more time
7885,we,"“If we don’t have money, then we have to drink pond water”

Finding usable water is a daily struggle for Bangladeshi villager Lalita Rani, who is struggling to cope with the effects of climate change"
7886,Soaring bills hamper recovery from Covid,Spain energy crisis: Soaring bills hamper recovery from Covid
7887,0,Day of the Dead parade returns to Mexico City after Covid
7888,0,Cognitive behavioural therapy pioneer Dr Aaron Beck dies aged 100
7889,0,COP26: Minister in wheelchair unable to attend summit
7890,the US,"Gina McCarthy, a climate adviser for the White House, told the BBC Global Climate Debate the US was “quadrupling its commitments” on climate aid

 looks at the data behind the claim"
7891,Virginia election,Virginia election: A tight race for the governor's mansion
7892,"Colombia ’s Minister of Energy and Mining , Diego Mesa ,","Colombia’s Minister of Energy and Mining, Diego Mesa, tells BBC Global Climate Debate that carbon capture could help on the path to net zero

 ask can carbon capture really save us?"
7893,South Asians,South Asians reacted to Kal Penn coming out as gay
7894,Gina McCarthy,"“Transportation is now the biggest greenhouse gas polluter... so we have to make change… but it’s going to take more than looking at whether or not there is a big motorcade”

Gina McCarthy responds to a question about President Biden’s motorcade"
7895,Archbishop of Canterbury,Archbishop of Canterbury apologises for comparing politicians who fail to act on climate change to those who ignored what was happening in Nazi Germany
7896,US Supreme Court,US Supreme Court hears arguments in controversial Texas abortion case
7897,0,"Walkers says it’s ‘prioritising production’ of its most popular crisp flavours:

* Cheese  and  Onion
* Salt  and  Vinegar
* Prawn Cocktail"
7898,The Queen,The Queen spotted driving car near Windsor estate
7899,Game platform Roblox apologies,Game platform Roblox apologies after three-day blackout
7900,Oromo Liberation Army fighters,On the ground with Oromo Liberation Army fighters in Ethiopia
7901,the world,David Attenborough says the world is looking to leaders to turn tragedy into triumph for young people
7902,Greta Thunberg,Is Greta Thunberg right about UK carbon emissions?
7903,0,Handball federation changes uniform rules after it was criticised for requiring female beach players to wear bikinis
7904,I,"I'm not going to let my islands drown

Brianna Fruean, from Samoa, addressed world leaders at the opening of COP26 - she says the words I shared didn't just belong to me - they belong to every single Pacific island"
7905,0,Military officers condemn CIA torture as a stain on America
7906,India,"By 2070 India will achieve the target of net zero emissions

PM Narendra Modi makes four other major promises, including that 50 percent  of India's energy requirements will be from renewable sources by 2030"
7907,0,People feared trapped in Nigeria high-rise collapse
7908,Children from around the world,Children from around the world share their messages to world leaders at COP26 climate conference
7909,World leaders flying in for the COP26 climate conference,World leaders flying in for the COP26 climate conference give planespotters a once in a lifetime chance to see rare military and civilian aircraft
7910,Txai Surui from the Amazon rainforest,Txai Surui from the Amazon rainforest has addressed the COP26 climate conference
7911,us,"“None of us can escape the worst that’s yet to come if we fail to seize this moment”

US President Joe Biden tells the COP26 climate summit “we’re standing at an inflection point in world history”"
7912,We,"We are digging our own graves

UN Secretary General António Guterres has spoken at the COP26 climate conference in Glasgow"
7913,The limits on President Biden 's power to help,The limits on President Biden's power to help save the planet
7914,0,Japanese man in Joker costume injures 17 in knife attack on Tokyo train
7915,0,"Stars of music - including Carole King, Jay-Z and Foo Fighters - enter the Rock and Roll Hall of Fame 🎶"
7916,the latest,Can we stomach the latest emerging food innovations?
7917,0,"Three women, one cheating ex and an adventure"
7918,0,Deadly attack hits north Yemen as ballistic missiles launched by rebel Houthi movement hit religious school
7919,0,Single Covid case shuts down Shanghai Disneyland
7920,Abiy Ahmed,Ethiopia's PM Abiy Ahmed calls on citizens to take up arms to block advancing rebel fighters
7921,Australia 's border,"Australia's border has reopened for the first time in 20 months, sparking emotional reunions at Sydney Airport"
7922,0,Can cutting your flights help fight climate change?
7923,the BBC 's live coverage,Follow the BBC's live coverage of the COP26 climate conference in Glasgow
7924,Emotional reunions as Australia 's border,Emotional reunions as Australia's border reopens
7925,Shahar Perets,Shahar Perets opposes her conscription to Israeli compulsory military service - and has been jailed three times as a result
7926,0,Far more than fish: Risks of rising EU-UK tensions
7927,"Bekah , Abi and Morgan","Bekah, Abi and Morgan became friends after discovering they were all dating the same man"
7928,New Zealand bat,New Zealand bat flies away with bird of the year award
7929,The issues that stand in the way of progress,COP26: The issues that stand in the way of progress
7930,Khadar Ahmed,How film-school reject Khadar Ahmed is winning prizes and hearts
7931,battle plagues Canada 's largest telecoms firm,Real life Succession battle plagues Canada's largest telecoms firm
7932,Thousands of people,Thousands of people are on the streets after fleeing overcrowded detention centres in Libya's capital
7933,Japan 's new PM,How Japan's new PM is promising a 'new capitalism'
7934,0,The Indian village that could disappear under water
7935,0,Aukus: French president says Australian PM lied over submarine deal
7936,0,One dead in Czech cable car crash
7937,the poorest countries,What do the poorest countries want from the COP26 climate summit?
7938,0,"Extreme weather events are 'the new norm' with climate change, say scientists"
7939,row with France,Jersey fisherman want fishing areas closed as row with France continues
7940,0,'Window closing' to meet 1.5C warming target - COP26 President Alok Sharma says
7941,The moment train passengers,The moment train passengers flee Tokyo knife and arson attack
7942,0,Scientists and politicians say we are facing a planetary crisis because of climate change
7943,0,Climate change: What's it like living in a place where it's 50C?
7944,Leaders of world 's richest economies,Leaders of world's richest economies agree to pursue efforts to limit global warming with meaningful and effective actions
7945,0,"🏍️ Bike to the future
👟 Million dollar shoes
🦏 Baby rhino
☕ Lab-grown coffee 

A look at some of the stories you may have missed this week"
7946,"barricade roads in capital , Khartoum , as part of week - long demonstrations against military coup","Sudanese protesters barricade roads in capital, Khartoum, as part of week-long demonstrations against military coup"
7947,0,Several injured in Tokyo knife and arson attack on train
7948,"Taylor Swift and Sir Paul McCartney welcome Carole King , Jay - Z","Taylor Swift and Sir Paul McCartney welcome Carole King, Jay-Z and Foo Fighters to the Rock and Roll Hall of Fame"
7949,UK and France,UK and France seek solution to Brexit fishing row
7950,Japan 's election,Polls close in Japan's election with country's ruling coalition expected to secure a weakened majority
7951,' Moment of truth ' as world,'Moment of truth' as world meets for COP26 climate summit
7952,0,"At least nine people die in car bombing near airport in Yemen's temporary capital, Aden"
7953,Harriet,"Harriet was waving her sisters off when their plane left the runway and burst into flames

Now she's finding others linked to the tragedy"
7954,0,Artist tries to swim in floating pumice stone off Japanese island
7955,COP26 climate meeting,Can COP26 climate meeting really save the planet?
7956,' Father of tiramisu ' Ado Campeol,'Father of tiramisu' Ado Campeol dies aged 93
7957,0,Israeli woman jailed three times for refusing to join the army
7958,0,G20 in final push to reach deal on climate at Rome summit
7959,0,Gunmen attack wedding in Afghanistan to stop music being played
7960,I,'I want to give my autistic son a voice'
7961,Alec Baldwin,Alec Baldwin makes first public comments on 'one in a trillion' shooting
7962,"Igor Kirillov , TV newsreader known as the face of the USSR ,","Igor Kirillov, TV newsreader known as the face of the USSR, dies aged 89"
7963,0,"A record-breaking storm has hit California after years of devastating wildfires, drought and heatwaves"
7964,A lot of people now,"“A lot of people now they see a Muslim girl doing sports, they aren’t surprised anymore.”

Jamad Fiin's basketball videos have racked up millions of views online. 🏀"
7965,0,Thousands staging protests across Sudan against military coup
7966,La Palma volcano survivors,La Palma volcano survivors shaken but determined to rebuild
7967,They,They've got the moves like Jagger
7968,0,"Covid-19 origins may never be known, US intelligence agencies say"
7969,0,Ancient wooden Mayan canoe unearthed almost intact in Mexico
7970,Ethiopia 's PM,Is Ethiopia's PM Abiy Ahmed right to associate wheat imports with diseases and other challenges facing Ethiopia?
7971,Climate and Covid top agenda as world leaders,Climate and Covid top agenda as world leaders meet at G20 in Rome
7972,Tonga,Tonga records first Covid case since start of pandemic
7973,0,Wikipedia in Chinese editing war of words
7974,EU - UK trade agreement,UK PM says EU-UK trade agreement may have been breached in dispute with France over post-Brexit fishing rights
7975,US rapper Fetty Wap,US rapper Fetty Wap charged with drug trafficking
7976,A selection of photographs from the meetings between popes and presidents,A selection of photographs from the meetings between popes and presidents past
7977,0,Squid Game cryptocurrency soars 2300 percent  in first few days
7978,Queen,Queen advised to rest for two more weeks
7979,Amazon,Amazon to pay billions to prevent Christmas shortages
7980,groups,Palestinian groups branded terrorists by Israel say they are being silenced
7981,Cyclone Apollo,Stay at home warning as Cyclone Apollo hits Italian island of Sicily
7982,"Facebook 's new name , Meta ,","Facebook's new name, Meta, ridiculed by Hebrew speakers"
7983,Poland,Poland to build Belarus border wall to block migrant influx
7984,Facebook,Facebook says it's spending and doing more than any other tech company on safety
7985,Charleston church shooting $ 88m settlement,Charleston church shooting $88m settlement reached
7986,Canadian comedian Mike Ward,Canadian comedian Mike Ward wins free speech case in top court over jokes about young disabled singer
7987,0,Zayn Malik files 'no contest' plea to harassment charges
7988,Indian film star Puneeth Rajkumar,Indian film star Puneeth Rajkumar dies aged 46
7989,0,Stranded tourists begin leaving locked down Chinese city
7990,The Taliban ’s secretive war,The Taliban’s secretive war against IS
7991,US woman Heather Mack,US woman Heather Mack released from jail early after sentence for 2014 suitcase murder of her mother in Bali
7992,0,Palestinians unveil huge mosaic in West Bank desert castle
7993,Greta Thunberg,Greta Thunberg calls on banks to stop funding climate destruction
7994,Volvo shares,Volvo shares accelerate on stock market debut
7995,0,"The forgotten story of Marshall 'Major' Taylor, the first black American cycling world champion"
7996,Europe 's,Lessons from Europe's summer flood tragedy
7997,0,British location data collection firm admits privacy breach
7998,Japan 's ruling party,Why Japan's ruling party keeps winning elections
7999,0,Lengthy jail terms for bosses over 2018 Russian leisure centre fire that killed 60 people
8000,UK,UK warns France it could retaliate over threats made about fishing rights
8001,"Heather Mack , who was in jail for helping to kill her mother and put her body in a suitcase in Bali ,","Heather Mack, who was in jail for helping to kill her mother and put her body in a suitcase in Bali, released early"
8002,COP26 climate talks,"These crises present us with the need to take radical decisions that are not always easy

In his @BBCR4Today Thought For The Day, Pope Francis says COP26 climate talks must offer hope to future generations

Listen on @BBCSounds"
8003,A real chance for change Pope Francis,"A real chance for change

Pope Francis calls for world leaders to take radical action at COP26, in exclusive BBC message"
8004,0,E-cigarettes could be available on NHS to tackle smoking rates
8005,0,Call for rich nations to airlift millions of surplus Covid vaccines
8006,0,Ex-NY governor Andrew Cuomo accused of groping in court filing
8007,0,Inside the controversial US gunshot-detection firm
8008,0,Two US neo-Nazis from 'the Base' jailed for terrorist plot
8009,0,Chronic fatigue guidelines scrap exercise therapy advice
8010,Europe 's floods,Europe's floods: Lessons from German tragedy
8011,Mikheil Saakashvili,Mikheil Saakashvili: Hunger-striking ex-leader rattles Georgia from jail
8012,0,Major US oil companies face grilling by Congress
8013,Joe Manchin and Kyrsten Sinema,Joe Manchin and Kyrsten Sinema blocking Biden's climate agenda
8014,Hundreds of sea turtles,Hundreds of sea turtles wash up dead in Mexico
8015,schools,"No Squid Game Halloween costumes, New York schools say, over fears they could glorify violence"
8016,Former US Education Secretary Betsy DeVos,"Former US Education Secretary Betsy DeVos was given false information before investing $100m in the now-defunct healthcare firm Theranos, her representative says"
8017,0,Dramatic footage shows tornado cut across Texas highway
8018,India arrests,India arrests Muslims for cheering Pakistan cricket team during ICC T20 World Cup
8019,French and Australian leaders,French and Australian leaders hold first talks after submarine row
8020,Biden,Biden to announce revamped $1.75 trillion social spending plan
8021,UN,"Frankie the Dino, voiced by actor Jack Black, tells UN don't choose extinction as part of new climate campaign"
8022,Blue Peter host and film - maker Max Stahl who captured East Timor struggle,Blue Peter host and film-maker Max Stahl who captured East Timor struggle dies aged 66
8023,0,Top US general says Chinese missile launch very concerning
8024,0,Saudi child protester Ali al-Nimr who faced death penalty released
8025,Far - right conspiracy theorist Rémy Daillet,Far-right conspiracy theorist Rémy Daillet charged over alleged French coup plot
8026,UN,"Dinosaur, voiced by actor Jack Black, tells UN don't choose extinction as part of new climate campaign"
8027,0,British fishing trawler detained by French authorities in post-Brexit row
8028,companies,Major US oil companies to testify in Congress over accusations they misled public about climate change
8029,Kock,South Africa cricketer Quinton de Kock sorry over refusal to take a knee and says he is not racist
8030,her,Actress Ruth Negga on her new film role - as a black woman who “passes” for white in 1920s New York
8031,Moscow,Moscow shops and restaurants shut in partial lockdown as Russia battles record Covid cases and deaths
8032,Chinatown 's elderly,Helping Chinatown's elderly during the pandemic
8033,0,Hollywood actress Charlize Theron says countries have to start sharing vaccines
8034,Coronavirus pandemic,"Coronavirus pandemic made us more adventurous drinkers, data shows"
8035,0,Anti-Muslim violence flares up in Indian state of Tripura
8036,0,Facebook whistleblower says company's response to child abuse images inadequate
8037,UK boat detained by France amid fishing rights row,UK boat detained by France amid fishing rights row
8038,ration petrol in China diesel shortage,Gas stations ration petrol in China diesel shortage
8039,0,"Criminal charges may be filed in Alex Baldwin film set shooting, US prosecutor says"
8040,Sir David Attenborough polar ship,Sir David Attenborough polar ship makes her London debut
8041,The Middle East,"The Middle East is heating up at twice the global average, with temperatures in Kuwait regularly crossing an “unbearable” 50C"
8042,0,Climate change: Polls shows rising demand for government action
8043,China,China limits construction of 'super high-rise buildings'
8044,her,Actress Ruth Negga on her latest role – as a black woman passing as white
8045,0,"Human activity and wildfires have turned highly protected forests into net sources of carbon, a study suggests"
8046,0,"As a major global climate summit approaches, is the Indian government on track to meet its own commitments?"
8047,0,Top US general says Chinese launch 'very concerning'
8048,Actor Alec Baldwin,"Actor Alec Baldwin fired live round, police say"
8049,Toy Story favourite 's origin story,First trailer for Toy Story favourite's origin story Lightyear
8050,Israel,"Israel advances plans for 3,000 new homes in West Bank settlements"
8051,Neutrino,Neutrino result marks new chapter in physics
8052,0,"Suicide powder may have killed dozens in Netherlands, court hears"
8053,actor and producer Alec Baldwin,"Two crew members - the film's assistant director and armorer - handled the firearm before actor and producer Alec Baldwin fired fatal shot, says County Sheriff Adan Mendoza

Follow live updates"
8054,first detailed briefing on fatal shooting of Halyna Hutchins by Alec Baldwin on set of film Rust,"US police give first detailed briefing on fatal shooting of Halyna Hutchins by Alec Baldwin on set of film Rust

Follow live updates"
8055,World Bank,World Bank suspends aid to Sudan after military takeover
8056,Spain grants,Spain grants joint custody of dog in rare ruling
8057,Iran,Iran blames foreign country for cyberattack on petrol stations
8058,US civil rights pioneer Claudette Colvin,"US civil rights pioneer Claudette Colvin wants record cleared, after 1955 conviction for not giving up her seat on a bus for a white person"
8059,Sister of UK Bataclan victim,Sister of UK Bataclan victim tells IS extremists we don't hate you
8060,Archbishop of Canterbury,Archbishop of Canterbury criticises Ghana anti-LGBT bill
8061,Poland,Poland told to pay €1m a day in legal row with EU
8062,US,US begins legal bid to get Julian Assange extradited
8063,Hong Kong,Hong Kong passes new film censorship law giving authorities power to ban films deemed to violate China's national security interests
8064,US,US begins legal appeal to get Julian Assange extradited
8065,Survivor of world 's first atomic bomb attack and active campaigner against nuclear weapons Sunao Tsuboi,Survivor of world's first atomic bomb attack and active campaigner against nuclear weapons Sunao Tsuboi dies aged 96
8066,At least two dead as rare storm floods streets,At least two dead as rare storm floods streets of Sicilian city
8067,0,Twitter profits slump after settling long-running lawsuit
8068,State Antony Blinken,"US Secretary of State Antony Blinken speaks to Sudan's deposed PM

Follow the latest ⬇️"
8069,Australia 's Josh Cavallo,Australia's Josh Cavallo becomes only current openly gay male top-flight footballer
8070,The Middle East,"The Middle East is warming faster than much of the world, leaving Kuwaitis struggling with everyday life in unbearable heat"
8071,Moldova,Moldova has made history by buying gas from somewhere other than Russia. How will the Kremlin react?
8072,Emma Raducanu,Emma Raducanu fights back at Transylvania Open for first win since becoming US Open champion
8073,India 's top court orders probe into phone spyware,India's top court orders probe into phone spyware sold to governments by Israeli firm
8074,India,How is India trying to balance banishing poverty with meeting its climate commitments?
8075,we,Why we're so terrified of the unknown
8076,Three women in the UK,"‘We don’t feel safe going out any more’

Three women in the UK explain how drink spiking has impacted them"
8077,Kuwait 's,Life at 50C: Surviving Kuwait's 'unbearable' heat
8078,Clinton aide details sex assault by US senator,Huma Abedin: Clinton aide details sex assault by US senator
8079,Covid,Covid: Australia to end ban on citizens leaving country
8080,Russia,Moldova: Russia threatens gas supply in Europe's poorest state
8081,US comic legend Mort Sahl,US comic legend Mort Sahl dies at age 94
8082,0,Charlize Theron: 'We have to share Covid vaccines'
